Cell_type.x,Gene_symbol.x,Gene_id,Cell.Type,DOI,gene,Tissue_type_PO,Cell_type.y,Gene_symbol.y,Marker_resource
NA,NA,AT3G12280,Guard cell,10.7554/eLife.03271,RBR1,NA,NA,NA,NA
NA,NA,AT3G48750,Guard mother cell,10.1093/jxb/eru139,CDKA-1,NA,NA,NA,NA
NA,NA,AT5G67260,Guard cell,10.1093/jxb/eru139,CYCD3;2,NA,NA,NA,NA
NA,NA,AT1G15570,Guard cell,10.1093/jxb/eru139,CYCA2-3,NA,NA,NA,NA
NA,NA,AT2G02020,Phloem,10.1007/s00425-011-1508-7,NPF8.4,NA,NA,NA,NA
NA,NA,AT5G09220,Phloem,10.1105/tpc.110.073833,AAP2,NA,NA,NA,NA
NA,NA,AT2G27820,Guard cell,10.1104/pp.16.00464,ADT3,NA,NA,NA,NA
NA,NA,AT3G57230,Guard cell,10.1111/j.1365-313X.2000.00891.x,AGL16,NA,NA,NA,NA
NA,NA,AT3G57230,Trichome,10.1111/j.1365-313X.2000.00891.x,AGL16,NA,NA,NA,NA
NA,NA,AT1G01510,Epidermis,10.1111/j.1365-313X.2009.04050.x,AN,NA,NA,NA,NA
NA,NA,AT4G00730,Trichome,10.3390/ijms20205014,ANL2,NA,NA,NA,NA
NA,NA,AT4G22880,Trichome,10.3390/ijms20205014,LDOX,NA,NA,NA,NA
NA,NA,AT1G79430,Phloem,10.1038/nature02100,APL,NA,NA,NA,NA
NA,NA,AT2G40670,Meristemoid,10.1016/j.devcel.2018.08.007,ARR16,NA,NA,NA,NA
NA,NA,AT3G56380,Guard cell,10.1016/j.devcel.2018.08.007,ARR17,NA,NA,NA,NA
NA,NA,AT1G78700,Guard cell,10.1584/jpestics.D20-001,BEH4,NA,NA,NA,NA
NA,NA,AT2G23760,Epidermis,10.1105/tpc.106.048769,BLH4,NA,NA,NA,NA
NA,NA,AT1G64690,Trichome,10.3390/ijms20205014,BLT,NA,NA,NA,NA
NA,NA,AT1G69320,Meristemoid,10.1016/j.devcel.2018.08.007,CLE10,NA,NA,NA,NA
NA,NA,AT1G69320,Guard mother cell,10.1016/j.devcel.2018.08.007,CLE10,NA,NA,NA,NA
NA,NA,AT1G69320,Guard cell,10.1016/j.devcel.2018.08.007,CLE10,NA,NA,NA,NA
NA,NA,AT1G69588,Phloem,10.1073/pnas.1407337111,CLE45,NA,NA,NA,NA
NA,NA,AT1G69588,Phloem,10.1016/j.cub.2019.12.043,CLE45,NA,NA,NA,NA
NA,NA,AT1G26600,Guard mother cell,10.1016/j.devcel.2018.08.007,CLE9,NA,NA,NA,NA
NA,NA,AT1G26600,Guard cell,10.1016/j.devcel.2018.08.007,CLE9,NA,NA,NA,NA
NA,NA,AT1G26600,Meristemoid,10.1016/j.devcel.2018.08.007,CLE9,NA,NA,NA,NA
NA,NA,AT2G46410,Trichome,10.3390/ijms20205014,CPC,NA,NA,NA,NA
NA,NA,AT1G55350,Epidermis,10.1242/dev.122325,DEK1,NA,NA,NA,NA
NA,NA,AT5G42800,Trichome,10.3390/ijms20205014,DFRA,NA,NA,NA,NA
NA,NA,AT1G63650,Trichome,10.1111/tpj.12132,BHLH2,NA,NA,NA,NA
NA,NA,AT1G63650,Trichome,10.1105/tpc.114.129379,BHLH2,NA,NA,NA,NA
NA,NA,AT1G34245,Meristemoid mother cell,10.1093/pcp/pcp068,EPF2,NA,NA,NA,NA
NA,NA,AT1G01380,Trichome,10.3390/ijms20205014,ETC1,NA,NA,NA,NA
NA,NA,AT1G01380,Trichome,10.1186/1471-2229-8-81,ETC1,NA,NA,NA,NA
NA,NA,AT5G63590,Trichome,10.3390/ijms20205014,FLS3,NA,NA,NA,NA
NA,NA,AT1G14920,Trichome,10.1104/pp.107.104794,GAI,NA,NA,NA,NA
NA,NA,AT3G54610,Trichome,10.1007/s00425-018-2923-9,HAG1,NA,NA,NA,NA
NA,NA,AT1G70580,Trichome,10.1016/j.plaphy.2017.03.007,GGAT2,NA,NA,NA,NA
NA,NA,AT4G39650,Trichome,10.1016/j.plaphy.2017.03.007,GGT2,NA,NA,NA,NA
NA,NA,AT3G27920,Trichome,10.1017/S0016672398003267,GL1,NA,NA,NA,NA
NA,NA,AT3G27920,Trichome,10.1105/tpc.114.129379,GL1,NA,NA,NA,NA
NA,NA,AT5G41315,Trichome,10.1105/tpc.114.129379,GL3,NA,NA,NA,NA
NA,NA,AT5G41315,Trichome,10.1111/tpj.12132,GL3,NA,NA,NA,NA
NA,NA,AT5G41315,Trichome,10.1016/j.bbrc.2017.02.074,GL3,NA,NA,NA,NA
NA,NA,AT5G17220,Trichome,10.3390/ijms20205014,GSTF12,NA,NA,NA,NA
NA,NA,AT5G66700,Xylem,10.1104/pp.126.2.643,ATHB-53,NA,NA,NA,NA
NA,NA,AT1G73360,Trichome,10.3390/ijms20205014,HDG11,NA,NA,NA,NA
NA,NA,AT1G04710,Phloem,10.1126/science.8966547,KAT1,NA,NA,NA,NA
NA,NA,AT1G25540,Trichome,10.1007/s11103-017-0657-x,MED25,NA,NA,NA,NA
NA,NA,AT3G55270,Meristemoid,10.1104/pp.18.00475,MKP1,NA,NA,NA,NA
NA,NA,AT3G45640,Guard cell,10.1105/tpc.106.048298,MPK3,NA,NA,NA,NA
NA,NA,AT4G01370,Guard cell,10.1105/tpc.106.048298,MPK4,NA,NA,NA,NA
NA,NA,AT2G43790,Guard cell,10.1105/tpc.106.048298,MPK6,NA,NA,NA,NA
NA,NA,AT2G32460,Epidermis,10.1371/journal.pone.0107637,MYB101,NA,NA,NA,NA
NA,NA,AT3G01140,Trichome,10.3390/ijms20205014,MYB106,NA,NA,NA,NA
NA,NA,AT5G40330,Trichome,10.1271/bbb.110811,MYB23,NA,NA,NA,NA
NA,NA,AT5G40330,Trichome,10.3390/ijms20205014,MYB23,NA,NA,NA,NA
NA,NA,AT3G13540,Trichome,10.3390/ijms20205014,MYB5,NA,NA,NA,NA
NA,NA,AT5G52600,Trichome,10.1093/jxb/eru179,MYB82,NA,NA,NA,NA
NA,NA,AT1G32640,Trichome,10.3390/ijms20205014,MYC2,NA,NA,NA,NA
NA,NA,AT3G10340,Trichome,10.3390/ijms20205014,PAL4,NA,NA,NA,NA
NA,NA,AT2G01570,Trichome,10.1104/pp.107.104794,RGA,NA,NA,NA,NA
NA,NA,AT1G66350,Trichome,10.1104/pp.107.104794,RGL1,NA,NA,NA,NA
NA,NA,AT3G03450,Trichome,10.1104/pp.107.104794,RGL2,NA,NA,NA,NA
NA,NA,AT5G65590,Meristemoid,10.1186/s12870-016-0851-z,DOF5.7,NA,NA,NA,NA
NA,NA,AT1G04110,Guard cell,10.1101/gad.14.9.1119,SBT1.2,NA,NA,NA,NA
NA,NA,AT1G02065,Trichome,10.3390/ijms20205014,SPL8,NA,NA,NA,NA
NA,NA,AT5G23660,Phloem,10.1126/science.1213351,SWEET12,NA,NA,NA,NA
NA,NA,AT5G50800,Phloem,10.1101/2020.09.11.292110,SWEET13,NA,NA,NA,NA
NA,NA,AT3G28007,Phloem,10.1038/nature09606,SWEET4,NA,NA,NA,NA
NA,NA,AT2G30432,Trichome,10.1186/1471-2229-8-81,TCL1,NA,NA,NA,NA
NA,NA,AT1G80080,Meristemoid,10.1105/tpc.7.12.2227,TMM,NA,NA,NA,NA
NA,NA,AT5G53200,Trichome,10.1186/1471-2229-11-130,TRY,NA,NA,NA,NA
NA,NA,AT4G09820,Trichome,10.3390/ijms20205014,TT8,NA,NA,NA,NA
NA,NA,AT2G37260,Trichome,10.1105/tpc.114.129379,WRKY44,NA,NA,NA,NA
NA,NA,AT2G37260,Trichome,10.3390/ijms20205014,WRKY44,NA,NA,NA,NA
NA,NA,AT5G54060,Trichome,10.3390/ijms20205014,A3G2XYLT,NA,NA,NA,NA
NA,NA,AT4G38600,Trichome,10.1111/tpj.12132,UPL3,NA,NA,NA,NA
NA,NA,AT1G68810,Epidermis,10.1371/journal.pone.0107637,BHLH30,NA,NA,NA,NA
NA,NA,AT4G16420,Trichome,10.1007/s00425-018-2923-9,ADA2B,NA,NA,NA,NA
NA,NA,AT3G13540,Trichome,10.1016/0014-5793(95)01461-6,MYB5,NA,NA,NA,NA
NA,NA,AT4G00480,Trichome,10.1007/BF00019112,ATMYC1,NA,NA,NA,NA
NA,NA,AT5G54840,Guard cell,10.1387/ijdb.072488mb,SGP1,NA,NA,NA,NA
NA,NA,AT1G68020,Pavement cell,10.1104/pp.107.107441,TPS6,NA,NA,NA,NA
NA,NA,AT1G68020,Trichome,10.1104/pp.107.107441,TPS6,NA,NA,NA,NA
NA,NA,AT3G53990,Trichome,10.1016/j.plaphy.2006.04.004,AT3G53990,NA,NA,NA,NA
NA,NA,AT4G18950,Guard cell,10.1038/srep45586,AT4G18950,NA,NA,NA,NA
NA,NA,AT1G11130,Trichome,10.3389/fpls.2017.01382,SUB,NA,NA,NA,NA
NA,NA,AT4G38740,Epidermis,10.1046/j.1365-313x.2002.01234.x,CYP18-3,NA,NA,NA,NA
NA,NA,AT1G63700,Guard cell,10.1126/science.1096014,YDA,NA,NA,NA,NA
NA,NA,AT2G35700,Trichome,10.1007/s10265-018-1074-1,ERF038,NA,NA,NA,NA
NA,NA,AT4G21200,Guard cell,10.1016/j.plantsci.2019.04.023,GA2OX8,NA,NA,NA,NA
NA,NA,AT2G37260,Trichome,10.1105/tpc.001404,WRKY44,NA,NA,NA,NA
NA,NA,AT5G53210,Meristemoid mother cell,10.1146/annurev-arplant-042811-105451,SPCH,NA,NA,NA,NA
NA,NA,AT1G63700,Meristemoid,10.1146/annurev-arplant-042811-105451,YDA,NA,NA,NA,NA
NA,NA,AT2G43790,Guard mother cell,10.1146/annurev-arplant-042811-105451,MPK6,NA,NA,NA,NA
NA,NA,AT1G01560,Guard mother cell,10.1146/annurev-arplant-042811-105451,MPK11,NA,NA,NA,NA
NA,NA,AT1G51660,Guard cell,10.1146/annurev-arplant-042811-105451,MKK4,NA,NA,NA,NA
NA,NA,AT3G21220,Guard cell,10.1146/annurev-arplant-042811-105451,MKK5,NA,NA,NA,NA
NA,NA,AT1G18350,Guard cell,10.1146/annurev-arplant-042811-105451,MKK7,NA,NA,NA,NA
NA,NA,AT1G73500,Guard cell,10.1146/annurev-arplant-042811-105451,MKK9,NA,NA,NA,NA
NA,NA,AT1G80080,Guard cell,10.1146/annurev-arplant-042811-105451,TMM,NA,NA,NA,NA
NA,NA,AT1G04110,Guard cell,10.1146/annurev-arplant-042811-105451,SBT1.2,NA,NA,NA,NA
NA,NA,AT2G20875,Guard cell,10.1146/annurev-arplant-042811-105451,EPF1,NA,NA,NA,NA
NA,NA,AT1G34245,Guard cell,10.1146/annurev-arplant-042811-105451,EPF2,NA,NA,NA,NA
NA,NA,AT2G30370,Guard cell,10.1146/annurev-arplant-042811-105451,CHAL,NA,NA,NA,NA
NA,NA,AT4G31805,Meristemoid mother cell,10.1146/annurev-arplant-042811-105451,POLAR,NA,NA,NA,NA
NA,NA,AT5G10440,Guard cell,10.1146/annurev-arplant-042811-105451,CYCD4-2,NA,NA,NA,NA
NA,NA,AT1G49040,Guard cell,10.1146/annurev-arplant-042811-105451,SCD1,NA,NA,NA,NA
NA,NA,AT2G36850,Guard cell,10.1146/annurev-arplant-042811-105451,CALS10,NA,NA,NA,NA
NA,NA,AT5G25380,Guard cell,10.1146/annurev-arplant-042811-105451,CYCA2-1,NA,NA,NA,NA
NA,NA,AT5G11300,Guard cell,10.1146/annurev-arplant-042811-105451,CYCA2-2,NA,NA,NA,NA
NA,NA,AT1G15570,Guard cell,10.1146/annurev-arplant-042811-105451,CYCA2-3,NA,NA,NA,NA
NA,NA,AT1G80370,Guard cell,10.1146/annurev-arplant-042811-105451,CYCA2-4,NA,NA,NA,NA
NA,NA,AT3G54180,Guard cell,10.1146/annurev-arplant-042811-105451,CDKB1-1,NA,NA,NA,NA
NA,NA,AT1G04400,Guard cell,10.1146/annurev-arplant-042811-105451,CRY2,NA,NA,NA,NA
NA,NA,AT1G09570,Guard cell,10.1146/annurev-arplant-042811-105451,PHYA,NA,NA,NA,NA
NA,NA,AT2G32950,Guard cell,10.1146/annurev-arplant-042811-105451,COP1,NA,NA,NA,NA
NA,NA,AT1G61120,Guard cell,10.1146/annurev-arplant-042811-105451,GES,NA,NA,NA,NA
NA,NA,AT1G03445,Guard cell,10.1199/tab.0162,BSU1,NA,NA,NA,NA
NA,NA,AT4G18710,Guard cell,10.1199/tab.0162,ASK7,NA,NA,NA,NA
NA,NA,AT2G22475,Trichome,10.1111/pbi.13167,GEM,NA,NA,NA,NA
NA,NA,AT3G27920,Trichome,10.1111/pbi.13167,GL1,NA,NA,NA,NA
NA,NA,AT5G41315,Trichome,10.1111/pbi.13167,GL3,NA,NA,NA,NA
NA,NA,AT1G63650,Trichome,10.1111/pbi.13167,BHLH2,NA,NA,NA,NA
NA,NA,AT2G37260,Trichome,10.1111/pbi.13167,WRKY44,NA,NA,NA,NA
NA,NA,AT5G53200,Trichome,10.1111/pbi.13167,TRY,NA,NA,NA,NA
NA,NA,AT2G46410,Trichome,10.1111/pbi.13167,CPC,NA,NA,NA,NA
NA,NA,AT3G58070,Trichome,10.1111/pbi.13167,GIS,NA,NA,NA,NA
NA,NA,AT5G06650,Trichome,10.1111/pbi.13167,GIS2,NA,NA,NA,NA
NA,NA,AT1G68360,Trichome,10.1111/pbi.13167,GIS3,NA,NA,NA,NA
NA,NA,AT2G41940,Trichome,10.1111/pbi.13167,ZFP8,NA,NA,NA,NA
NA,NA,AT1G25560,Trichome,10.1111/pbi.13167,TEM1,NA,NA,NA,NA
NA,NA,AT1G68840,Trichome,10.1111/pbi.13167,RAV2,NA,NA,NA,NA
NA,NA,AT1G19180,Trichome,10.1111/pbi.13167,TIFY10A,NA,NA,NA,NA
NA,NA,AT1G14920,Trichome,10.1111/pbi.13167,GAI,NA,NA,NA,NA
NA,NA,AT1G01430,Mesophyll cell,10.1038/nature13919,TBL25,NA,NA,NA,NA
NA,NA,AT1G02340,Mesophyll cell,10.1038/nature13919,HFR1,NA,NA,NA,NA
NA,NA,AT1G02850,Mesophyll cell,10.1038/nature13919,BGLU11,NA,NA,NA,NA
NA,NA,AT1G04350,Mesophyll cell,10.1038/nature13919,AT1G04350,NA,NA,NA,NA
NA,NA,AT1G07280,Mesophyll cell,10.1038/nature13919,AT1G07280,NA,NA,NA,NA
NA,NA,AT1G08930,Mesophyll cell,10.1038/nature13919,ERD6,NA,NA,NA,NA
NA,NA,AT1G08980,Mesophyll cell,10.1038/nature13919,AMI1,NA,NA,NA,NA
NA,NA,AT1G09750,Mesophyll cell,10.1038/nature13919,AED3,NA,NA,NA,NA
NA,NA,AT1G11720,Mesophyll cell,10.1038/nature13919,ATSS3,NA,NA,NA,NA
NA,NA,AT1G12240,Mesophyll cell,10.1038/nature13919,BFRUCT4,NA,NA,NA,NA
NA,NA,AT1G14280,Mesophyll cell,10.1038/nature13919,PKS2,NA,NA,NA,NA
NA,NA,AT1G14580,Mesophyll cell,10.1038/nature13919,AT1G14580,NA,NA,NA,NA
NA,NA,AT1G18020,Mesophyll cell,10.1038/nature13919,AT1G18020,NA,NA,NA,NA
NA,NA,AT1G18620,Mesophyll cell,10.1038/nature13919,AT1G18620,NA,NA,NA,NA
NA,NA,AT1G19450,Mesophyll cell,10.1038/nature13919,AT1G19450,NA,NA,NA,NA
NA,NA,AT1G20010,Mesophyll cell,10.1038/nature13919,TUBB5,NA,NA,NA,NA
NA,NA,AT1G22430,Mesophyll cell,10.1038/nature13919,AT1G22430,NA,NA,NA,NA
NA,NA,AT1G31173,Mesophyll cell,10.1038/nature13919,MIR167D,NA,NA,NA,NA
NA,NA,AT1G55850,Mesophyll cell,10.1038/nature13919,CSLE1,NA,NA,NA,NA
NA,NA,AT1G56500,Mesophyll cell,10.1038/nature13919,SOQ1,NA,NA,NA,NA
NA,NA,AT1G58602,Mesophyll cell,10.1038/nature13919,AT1G58602,NA,NA,NA,NA
NA,NA,AT1G59870,Mesophyll cell,10.1038/nature13919,ABCG36,NA,NA,NA,NA
NA,NA,AT1G61190,Mesophyll cell,10.1038/nature13919,AT1G61190,NA,NA,NA,NA
NA,NA,AT1G71480,Mesophyll cell,10.1038/nature13919,AT1G71480,NA,NA,NA,NA
NA,NA,AT1G72130,Mesophyll cell,10.1038/nature13919,NPF5.11,NA,NA,NA,NA
NA,NA,AT1G72430,Mesophyll cell,10.1038/nature13919,SAUR78,NA,NA,NA,NA
NA,NA,AT1G73750,Mesophyll cell,10.1038/nature13919,AT1G73750,NA,NA,NA,NA
NA,NA,AT1G75100,Mesophyll cell,10.1038/nature13919,JAC1,NA,NA,NA,NA
NA,NA,AT1G77760,Mesophyll cell,10.1038/nature13919,NIA1,NA,NA,NA,NA
NA,NA,AT1G78230,Mesophyll cell,10.1038/nature13919,AT1G78230,NA,NA,NA,NA
NA,NA,AT2G02070,Mesophyll cell,10.1038/nature13919,IDD5,NA,NA,NA,NA
NA,NA,AT2G05380,Mesophyll cell,10.1038/nature13919,GRP3S,NA,NA,NA,NA
NA,NA,AT2G05520,Mesophyll cell,10.1038/nature13919,GRP3,NA,NA,NA,NA
NA,NA,AT2G20960,Mesophyll cell,10.1038/nature13919,pEARLI4,NA,NA,NA,NA
NA,NA,AT2G21080,Mesophyll cell,10.1038/nature13919,AT2G21080,NA,NA,NA,NA
NA,NA,AT2G26211,Mesophyll cell,10.1038/nature13919,MIR825A,NA,NA,NA,NA
NA,NA,AT2G26510,Mesophyll cell,10.1038/nature13919,NAT3,NA,NA,NA,NA
NA,NA,AT2G31040,Mesophyll cell,10.1038/nature13919,CGL160,NA,NA,NA,NA
NA,NA,AT2G32100,Mesophyll cell,10.1038/nature13919,OFP16,NA,NA,NA,NA
NA,NA,AT2G32540,Mesophyll cell,10.1038/nature13919,CSLB4,NA,NA,NA,NA
NA,NA,AT2G34170,Mesophyll cell,10.1038/nature13919,AT2G34170,NA,NA,NA,NA
NA,NA,AT2G36630,Mesophyll cell,10.1038/nature13919,AT2G36630,NA,NA,NA,NA
NA,NA,AT2G37540,Mesophyll cell,10.1038/nature13919,AT2G37540,NA,NA,NA,NA
NA,NA,AT2G43820,Mesophyll cell,10.1038/nature13919,UGT74F2,NA,NA,NA,NA
NA,NA,AT3G01440,Mesophyll cell,10.1038/nature13919,PNSL3,NA,NA,NA,NA
NA,NA,AT3G01550,Mesophyll cell,10.1038/nature13919,PPT2,NA,NA,NA,NA
NA,NA,AT3G07460,Mesophyll cell,10.1038/nature13919,AT3G07460,NA,NA,NA,NA
NA,NA,AT3G09260,Mesophyll cell,10.1038/nature13919,BGLU23,NA,NA,NA,NA
NA,NA,AT3G14770,Mesophyll cell,10.1038/nature13919,SWEET2,NA,NA,NA,NA
NA,NA,AT3G15570,Mesophyll cell,10.1038/nature13919,AT3G15570,NA,NA,NA,NA
NA,NA,AT3G15950,Mesophyll cell,10.1038/nature13919,NAI2,NA,NA,NA,NA
NA,NA,AT3G21690,Mesophyll cell,10.1038/nature13919,DTX40,NA,NA,NA,NA
NA,NA,AT3G21790,Mesophyll cell,10.1038/nature13919,UGT71B7,NA,NA,NA,NA
NA,NA,AT3G22121,Mesophyll cell,10.1038/nature13919,AT3G22121,NA,NA,NA,NA
NA,NA,AT3G24503,Mesophyll cell,10.1038/nature13919,ALDH2C4,NA,NA,NA,NA
NA,NA,AT3G26300,Mesophyll cell,10.1038/nature13919,CYP71B34,NA,NA,NA,NA
NA,NA,AT3G27020,Mesophyll cell,10.1038/nature13919,YSL6,NA,NA,NA,NA
NA,NA,AT3G27170,Mesophyll cell,10.1038/nature13919,CLC-B,NA,NA,NA,NA
NA,NA,AT3G28180,Mesophyll cell,10.1038/nature13919,CSLC4,NA,NA,NA,NA
NA,NA,AT3G42628,Mesophyll cell,10.1038/nature13919,AT3G42628,NA,NA,NA,NA
NA,NA,AT3G46370,Mesophyll cell,10.1038/nature13919,AT3G46370,NA,NA,NA,NA
NA,NA,AT3G48200,Mesophyll cell,10.1038/nature13919,AT3G48200,NA,NA,NA,NA
NA,NA,AT3G51420,Mesophyll cell,10.1038/nature13919,SSL4,NA,NA,NA,NA
NA,NA,AT3G54830,Mesophyll cell,10.1038/nature13919,AT3G54830,NA,NA,NA,NA
NA,NA,AT3G57770,Mesophyll cell,10.1038/nature13919,AT3G57770,NA,NA,NA,NA
NA,NA,AT4G00330,Mesophyll cell,10.1038/nature13919,CRCK2,NA,NA,NA,NA
NA,NA,AT4G00730,Mesophyll cell,10.1038/nature13919,ANL2,NA,NA,NA,NA
NA,NA,AT4G01130,Mesophyll cell,10.1038/nature13919,AT4G01130,NA,NA,NA,NA
NA,NA,AT4G01883,Mesophyll cell,10.1038/nature13919,AT4G01883,NA,NA,NA,NA
NA,NA,AT4G03110,Mesophyll cell,10.1038/nature13919,BRN1,NA,NA,NA,NA
NA,NA,AT4G04020,Mesophyll cell,10.1038/nature13919,PAP1,NA,NA,NA,NA
NA,NA,AT4G06534,Mesophyll cell,10.1038/nature13919,AT4G06534,NA,NA,NA,NA
NA,NA,AT4G10060,Mesophyll cell,10.1038/nature13919,AT4G10060,NA,NA,NA,NA
NA,NA,AT4G10770,Mesophyll cell,10.1038/nature13919,OPT7,NA,NA,NA,NA
NA,NA,AT4G12830,Mesophyll cell,10.1038/nature13919,AT4G12830,NA,NA,NA,NA
NA,NA,AT4G13493,Mesophyll cell,10.1038/nature13919,MIR850A,NA,NA,NA,NA
NA,NA,AT4G15550,Mesophyll cell,10.1038/nature13919,UGT75D1,NA,NA,NA,NA
NA,NA,AT4G16190,Mesophyll cell,10.1038/nature13919,RD19C,NA,NA,NA,NA
NA,NA,AT4G17360,Mesophyll cell,10.1038/nature13919,PURU2,NA,NA,NA,NA
NA,NA,AT4G19530,Mesophyll cell,10.1038/nature13919,AT4G19530,NA,NA,NA,NA
NA,NA,AT4G23180,Mesophyll cell,10.1038/nature13919,CRK10,NA,NA,NA,NA
NA,NA,AT4G23680,Mesophyll cell,10.1038/nature13919,AT4G23680,NA,NA,NA,NA
NA,NA,AT4G23820,Mesophyll cell,10.1038/nature13919,AT4G23820,NA,NA,NA,NA
NA,NA,AT4G28030,Mesophyll cell,10.1038/nature13919,AT4G28030,NA,NA,NA,NA
NA,NA,AT4G28730,Mesophyll cell,10.1038/nature13919,GRXC5,NA,NA,NA,NA
NA,NA,AT4G33000,Mesophyll cell,10.1038/nature13919,CBL10,NA,NA,NA,NA
NA,NA,AT4G36220,Mesophyll cell,10.1038/nature13919,CYP84A1,NA,NA,NA,NA
NA,NA,AT4G37760,Mesophyll cell,10.1038/nature13919,SQE3,NA,NA,NA,NA
NA,NA,AT4G38420,Mesophyll cell,10.1038/nature13919,sks9,NA,NA,NA,NA
NA,NA,AT5G02180,Mesophyll cell,10.1038/nature13919,AVT1D,NA,NA,NA,NA
NA,NA,AT5G02760,Mesophyll cell,10.1038/nature13919,AT5G02760,NA,NA,NA,NA
NA,NA,AT5G04360,Mesophyll cell,10.1038/nature13919,PU1,NA,NA,NA,NA
NA,NA,AT5G19850,Mesophyll cell,10.1038/nature13919,AT5G19850,NA,NA,NA,NA
NA,NA,AT5G23240,Mesophyll cell,10.1038/nature13919,DJC76,NA,NA,NA,NA
NA,NA,AT5G24155,Mesophyll cell,10.1038/nature13919,AT5G24155,NA,NA,NA,NA
NA,NA,AT5G25460,Mesophyll cell,10.1038/nature13919,AT5G25460,NA,NA,NA,NA
NA,NA,AT5G25840,Mesophyll cell,10.1038/nature13919,AT5G25840,NA,NA,NA,NA
NA,NA,AT5G27350,Mesophyll cell,10.1038/nature13919,SFP1,NA,NA,NA,NA
NA,NA,AT5G36160,Mesophyll cell,10.1038/nature13919,TAT,NA,NA,NA,NA
NA,NA,AT5G37360,Mesophyll cell,10.1038/nature13919,AT5G37360,NA,NA,NA,NA
NA,NA,AT5G39080,Mesophyll cell,10.1038/nature13919,AT5G39080,NA,NA,NA,NA
NA,NA,AT5G39160,Mesophyll cell,10.1038/nature13919,GLP2A,NA,NA,NA,NA
NA,NA,AT5G39190,Mesophyll cell,10.1038/nature13919,GLP5A,NA,NA,NA,NA
NA,NA,AT5G44870,Mesophyll cell,10.1038/nature13919,LAZ5,NA,NA,NA,NA
NA,NA,AT5G53970,Mesophyll cell,10.1038/nature13919,AT5G53970,NA,NA,NA,NA
NA,NA,AT5G54250,Mesophyll cell,10.1038/nature13919,CNGC4,NA,NA,NA,NA
NA,NA,AT5G56860,Mesophyll cell,10.1038/nature13919,GATA21,NA,NA,NA,NA
NA,NA,AT5G58140,Mesophyll cell,10.1038/nature13919,PHOT2,NA,NA,NA,NA
NA,NA,AT5G59030,Mesophyll cell,10.1038/nature13919,COPT1,NA,NA,NA,NA
NA,NA,AT5G59130,Mesophyll cell,10.1038/nature13919,SBT4.11,NA,NA,NA,NA
NA,NA,AT5G61350,Mesophyll cell,10.1038/nature13919,AT5G61350,NA,NA,NA,NA
NA,NA,AT5G65380,Mesophyll cell,10.1038/nature13919,DTX27,NA,NA,NA,NA
NA,NA,AT5G67385,Mesophyll cell,10.1038/nature13919,SR1IP1,NA,NA,NA,NA
NA,NA,AT1G04350,Bundle sheath,10.1093/plcell/koaa060,AT1G04350,NA,NA,NA,NA
NA,NA,AT1G24160,Bundle sheath,10.1093/plcell/koaa060,AT1G24160,NA,NA,NA,NA
NA,NA,AT1G25220,Bundle sheath,10.1093/plcell/koaa060,ASB1,NA,NA,NA,NA
NA,NA,AT1G28310,Bundle sheath,10.1093/plcell/koaa060,AT1G28310,NA,NA,NA,NA
NA,NA,AT1G54820,Bundle sheath,10.1093/plcell/koaa060,AT1G54820,NA,NA,NA,NA
NA,NA,AT1G66140,Bundle sheath,10.1093/plcell/koaa060,ZFP4,NA,NA,NA,NA
NA,NA,AT1G69420,Bundle sheath,10.1093/plcell/koaa060,PAT22,NA,NA,NA,NA
NA,NA,AT1G72630,Bundle sheath,10.1093/plcell/koaa060,EFL2,NA,NA,NA,NA
NA,NA,AT2G24200,Bundle sheath,10.1093/plcell/koaa060,LAP1,NA,NA,NA,NA
NA,NA,AT2G29980,Bundle sheath,10.1093/plcell/koaa060,FAD3,NA,NA,NA,NA
NA,NA,AT2G36050,Bundle sheath,10.1093/plcell/koaa060,OFP15,NA,NA,NA,NA
NA,NA,AT2G47930,Bundle sheath,10.1093/plcell/koaa060,AGP26,NA,NA,NA,NA
NA,NA,AT3G17040,Bundle sheath,10.1093/plcell/koaa060,HCF107,NA,NA,NA,NA
NA,NA,AT3G23570,Bundle sheath,10.1093/plcell/koaa060,AT3G23570,NA,NA,NA,NA
NA,NA,AT3G23580,Bundle sheath,10.1093/plcell/koaa060,RNR2A,NA,NA,NA,NA
NA,NA,AT3G28050,Bundle sheath,10.1093/plcell/koaa060,AT3G28050,NA,NA,NA,NA
NA,NA,AT3G28070,Bundle sheath,10.1093/plcell/koaa060,AT3G28070,NA,NA,NA,NA
NA,NA,AT3G29320,Bundle sheath,10.1093/plcell/koaa060,PHS1,NA,NA,NA,NA
NA,NA,AT3G52280,Bundle sheath,10.1093/plcell/koaa060,GTE6,NA,NA,NA,NA
NA,NA,AT3G55960,Bundle sheath,10.1093/plcell/koaa060,AT3G55960,NA,NA,NA,NA
NA,NA,AT3G60320,Bundle sheath,10.1093/plcell/koaa060,NRG2,NA,NA,NA,NA
NA,NA,AT3G62980,Bundle sheath,10.1093/plcell/koaa060,TIR1,NA,NA,NA,NA
NA,NA,AT4G04720,Bundle sheath,10.1093/plcell/koaa060,CPK21,NA,NA,NA,NA
NA,NA,AT4G14570,Bundle sheath,10.1093/plcell/koaa060,AT4G14570,NA,NA,NA,NA
NA,NA,AT4G16830,Bundle sheath,10.1093/plcell/koaa060,RGGA,NA,NA,NA,NA
