peptide,type
XP_015618585,N
XP_015642198,KIN
XP_015618587,N
XP_015618586,N
XP_010323569,KIN
XP_004252766,KIN
XP_004252762,KIN
XP_010324693,KIN
XP_015638094,KIN
XP_004249546,KIN
NP_179479,KIN
NP_195849,CK
XP_015620000,NL
XP_015631718,KIN
XP_004251150,KIN
XP_015631715,KIN
XP_015631714,KIN
XP_010319665,RLK
XP_015637016,CN
XP_025876291,CNL
XP_015637010,RLK
XP_015637011,RLK
XP_015630043,KIN
XP_004252495,N
NP_568221,CK
XP_015638677,KIN
NP_001321239,CK
XP_019067407,CNL
XP_015638678,KIN
NP_001321232,RLK
XP_015623859,RLK
XP_019069333,N
XP_015619762,KIN
XP_015619763,KIN
XP_015619760,KIN
XP_015619761,KIN
XP_010316637,KIN
XP_015625932,KIN
XP_010316635,KIN
XP_015610806,KIN
NP_196591,RLK
XP_015648927,KIN
XP_004228947,KIN
XP_004253017,T
NP_001189971,RLK
XP_004240523,CN
XP_004240528,KIN
XP_025885402,KIN
NP_001185122,RLK
XP_015619357,KIN
NP_001117266,NL
XP_004253177,T
XP_015646996,KIN
XP_025884413,RLK
XP_015622431,CN
XP_025888216,KIN
XP_015626223,RLK
XP_004251402,KIN
XP_015626228,N
NP_001320346,KIN
NP_001320345,KIN
NP_194141,CK
NP_194498,TRAN
XP_025882758,KIN
XP_015636057,KIN
XP_010318174,CK
XP_015636059,KIN
XP_015636058,KIN
XP_015626242,RLP
XP_015625590,RLK
NP_001327397,KIN
XP_010314845,CK
XP_015649964,RLK
NP_001327398,KIN
NP_001327399,KIN
NP_974295,KIN
NP_176918,RLK
NP_974296,KIN
NP_974291,RLP
XP_015614492,N
XP_015614491,KIN
XP_025877099,N
XP_015650972,N
XP_015650973,N
XP_015626484,CK
XP_025883878,KIN
XP_019071282,KIN
XP_015644456,RLK
XP_004251710,KIN
NP_201327,RLK
XP_015644458,RLK
XP_025883876,KIN
XP_025883877,KIN
NP_974124,KIN
XP_025887149,RLK
XP_010325326,CK
XP_004240940,KIN
XP_015642678,TRAN
XP_015642679,TRAN
XP_025887146,RLP
NP_001328115,RLK
XP_015640126,KIN
XP_015640125,KIN
NP_193869,KIN
XP_004235920,KIN
NP_001327820,KIN
XP_004251436,RLK
XP_004251437,KIN
NP_194728,RLK
NP_001323490,KIN
XP_015632286,KIN
XP_004250396,KIN
NP_001324147,KIN
NP_001329469,KIN
XP_015626818,CN
NP_001331584,KIN
NP_001331582,KIN
NP_001331583,KIN
NP_180014,CK
XP_015632754,KIN
XP_015612236,CN
XP_015612238,CN
XP_015612899,RLK
XP_010326856,KIN
XP_015643227,KIN
XP_015649068,KIN
XP_015619518,KIN
XP_015619516,KIN
XP_015649061,KIN
XP_004232298,CK
XP_004238893,RLK
XP_019066792,KIN
XP_025881731,N
XP_025881730,N
XP_025881736,KIN
XP_025881734,KIN
XP_015620740,KIN
XP_015620741,KIN
XP_010323778,KIN
NP_173910,KIN
XP_004248088,KIN
XP_025879516,KIN
XP_025879517,KIN
NP_001318045,CN
XP_004228552,KIN
XP_015634281,KIN
NP_001319272,N
XP_010312276,KIN
XP_010312274,KIN
NP_001320910,CNL
NP_001330365,KIN
XP_015638465,RLP
XP_019068351,RLP
NP_564228,RLK
NP_189330,KIN
XP_025885691,CNL
NP_566843,KIN
NP_177328,RLK
XP_015620332,KIN
XP_015630459,KIN
XP_015647557,KIN
NP_187594,KIN
NP_182322,KIN
XP_015616703,CN
XP_015644927,KIN
XP_025876179,N
NP_173006,KIN
XP_015615044,KIN
XP_015638288,RLP
XP_019067111,KIN
XP_015615048,RLK
XP_025877374,RLK
XP_004242227,KIN
NP_176187,CNL
XP_025876642,CN
NP_001234836,N
XP_010327222,KIN
XP_015650411,N
NP_177589,KIN
NP_974354,KIN
XP_015647160,KIN
XP_015624504,CN
XP_004230475,CK
XP_025885951,CK
NP_192927,KIN
NP_192926,KIN
XP_004235119,RLK
XP_004235118,RLK
NP_192381,KIN
NP_198651,NL
NP_198650,TNL
NP_197608,RLP
XP_015623048,CK
XP_015623049,CK
XP_004252149,KIN
XP_004252148,KIN
XP_004242485,KIN
XP_010315674,KIN
XP_004242486,KIN
XP_010315672,KIN
XP_010315671,KIN
XP_015614642,KIN
NP_001190712,KIN
XP_015614649,KIN
XP_010325793,RLP
XP_004240887,RLK
NP_568444,KIN
XP_004247213,N
XP_015648124,RLK
XP_015648125,RLP
XP_015648123,RLK
XP_015651169,KIN
XP_015649052,KIN
XP_015643719,RLK
NP_001330961,KIN
NP_001330960,TNL
XP_015640356,RLK
XP_015641402,RLK
XP_025881122,KIN
XP_015641409,KIN
NP_001328700,CK
NP_001328701,CK
NP_001320136,KIN
NP_567074,KIN
NP_567072,KIN
NP_174352,KIN
XP_015633348,KIN
XP_015633347,KIN
NP_190129,KIN
NP_190128,KIN
NP_180463,RLK
NP_180462,RLK
NP_180465,RLK
XP_010312467,KIN
NP_180466,RLK
XP_015628298,RLP
XP_019070817,KIN
XP_019070816,KIN
NP_190127,KIN
NP_199740,RLP
XP_015645090,KIN
XP_015650504,CN
NP_001233915,KIN
XP_004244746,KIN
XP_010327247,N
NP_178291,RLK
XP_015613555,KIN
XP_015618944,RLP
XP_019070725,CNL
XP_015644179,KIN
XP_015617418,N
NP_180206,RLP
XP_010323097,KIN
XP_019070723,RLP
XP_019070722,RLP
XP_015617412,CN
XP_015612173,NL
XP_015617410,CN
XP_015612171,L
XP_015617416,N
XP_015617417,N
XP_015617414,N
XP_025887976,RLK
XP_004247730,KIN
NP_001329075,KIN
NP_683447,CNL
NP_683446,CN
NP_187962,KIN
NP_001233877,RLK
XP_015616094,KIN
XP_004239265,RLP
XP_015645548,KIN
XP_010322143,KIN
NP_179531,CK
XP_015644153,CN
XP_015644152,CN
XP_025875893,RLP
XP_025875892,RLP
NP_178125,RLP
XP_015644173,KIN
NP_196433,KIN
XP_025876762,KIN
XP_025876763,KIN
XP_015647499,RLK
XP_025876761,KIN
XP_025876764,KIN
XP_025876765,KIN
NP_173768,KIN
XP_025880384,KIN
XP_025882142,N
XP_019067323,KIN
NP_191529,KIN
XP_004251175,RLK
XP_004232335,KIN
XP_004236833,KIN
NP_001330428,RLK
NP_001330429,RLK
XP_004236838,NL
NP_001321259,T
NP_001321258,T
XP_015611150,RLK
XP_004230660,RLK
NP_001321257,T
NP_001321256,T
XP_004246660,KIN
XP_004246662,KIN
XP_010316619,KIN
XP_010316618,KIN
NP_683441,N
XP_015610826,RLK
XP_010323239,CK
XP_010323238,CK
XP_010323234,CK
XP_025887489,KIN
XP_004231928,N
NP_001265891,KIN
XP_025877497,CN
XP_025877496,KIN
NP_001030637,KIN
NP_001265898,KIN
NP_001318232,KIN
NP_001319040,KIN
NP_190200,KIN
XP_004247046,RLK
NP_190202,CK
XP_025877145,CNL
NP_176847,KIN
XP_025879704,CN
NP_849410,TNL
XP_004246274,KIN
NP_177231,KIN
XP_004246271,KIN
NP_001190383,KIN
NP_001190382,KIN
NP_001323309,N
NP_191500,KIN
NP_001323308,N
NP_191501,CK
NP_197162,RLK
XP_015625069,KIN
XP_025888231,KIN
NP_001322478,KIN
NP_001322479,KIN
XP_025888725,RLK
XP_015621963,RLP
XP_010315192,RLP
XP_015636072,RLP
XP_015636075,KIN
NP_176325,NL
XP_015633643,N
NP_197298,TNL
NP_178721,CLK
NP_197290,CTNL
XP_004229610,RLP
NP_199445,RLK
NP_850285,KIN
XP_010316289,KIN
XP_015642385,KIN
XP_015642387,KIN
XP_004241675,KIN
XP_015640727,NL
XP_015631771,RLK
XP_004243743,CK
XP_019069402,CN
XP_015613709,KIN
NP_001323706,TNL
NP_001323704,CK
NP_001323703,CK
XP_010316829,RLK
XP_025885148,RLK
XP_025885149,RLK
XP_019068820,NL
XP_015644384,N
XP_015644382,N
XP_015644383,N
XP_015644380,N
XP_004235905,L
NP_198825,TN
NP_198826,TNL
NP_197831,KIN
NP_198822,CNL
XP_015630998,RLP
XP_019068137,KIN
XP_004232101,KIN
NP_001319606,KIN
XP_015634733,RLP
XP_015617624,NL
XP_004228391,KIN
XP_015649043,KIN
XP_015619576,KIN
XP_015641674,RLP
XP_015641673,RLP
XP_015634011,KIN
XP_015628170,KIN
XP_015620760,KIN
NP_001320425,KIN
NP_001320424,KIN
NP_001320423,KIN
XP_004231103,KIN
XP_019068788,KIN
XP_019068789,KIN
XP_015637931,RLP
XP_019068833,KIN
XP_015611709,KIN
NP_565408,KIN
NP_001189766,KIN
XP_010319693,N
XP_010319694,N
XP_010319695,KIN
NP_973997,KIN
XP_015620353,CN
XP_015620352,CN
XP_015620351,CN
NP_566530,CK
XP_010320023,KIN
XP_010320022,KIN
XP_019069373,CK
XP_015647538,N
XP_015642019,RLK
XP_025879397,KIN
XP_004244299,KIN
XP_004249911,RLK
XP_004244293,KIN
XP_015644949,CNL
NP_001308202,KIN
XP_025876151,KIN
XP_025876150,KIN
XP_004252518,KIN
XP_025876152,KIN
XP_015615065,N
XP_015615067,N
XP_015615066,N
XP_015615063,N
XP_015624299,KIN
XP_015624296,KIN
XP_015624294,KIN
NP_001234582,CK
NP_001234580,RLK
XP_015636512,KIN
XP_004249005,KIN
XP_015636511,KIN
NP_001326498,NL
XP_025886164,KIN
NP_001234588,KIN
XP_004234080,RLP
XP_004251967,RLP
XP_004234083,KIN
NP_001322397,CN
XP_004234086,KIN
NP_001322394,KIN
XP_004234089,RLK
NP_001322398,CN
XP_025888396,KIN
XP_025885974,KIN
NP_001326721,RLK
XP_004235172,RLK
XP_010316406,NL
XP_010316407,NL
XP_004235179,KIN
XP_010316155,KIN
NP_197337,TNL
NP_197336,TNL
NP_198103,KIN
NP_188191,N
NP_181647,KIN
NP_001328894,RLP
NP_001328895,RLP
XP_004233686,KIN
XP_015614624,KIN
NP_192674,NL
XP_015649152,CN
XP_015615937,KIN
NP_001031155,CK
XP_010326469,CK
NP_568466,KIN
XP_025882532,RLK
XP_025882533,RLK
NP_565989,KIN
XP_010321306,RLK
NP_001330949,RLK
XP_004246044,KIN
NP_001078715,TNL
XP_010324079,KIN
XP_015633586,KIN
XP_004245583,CN
XP_004245588,KIN
XP_004233025,RLK
XP_015647858,RLK
NP_194825,KIN
XP_015627233,RLK
XP_015651201,N
XP_015651200,N
XP_025882757,NL
NP_567053,KIN
XP_019068014,KIN
NP_001318893,KIN
XP_010318321,KIN
XP_010316315,KIN
XP_015616919,N
XP_025886195,KIN
XP_015616914,CN
XP_015616915,CN
XP_015616916,N
XP_010314121,RLK
XP_015616913,RLK
XP_015633363,RLP
XP_019071128,KIN
NP_180197,KIN
XP_015639271,RLK
XP_004241298,KIN
XP_025885084,RLK
XP_025885087,KIN
XP_025885086,RLK
XP_025885081,RLK
XP_025885080,RLK
XP_025885083,RLK
XP_025885082,RLK
NP_001233930,KIN
NP_001233936,KIN
NP_179082,N
NP_175641,KIN
XP_010325846,KIN
XP_015617473,KIN
XP_025880679,KIN
NP_200963,CK
XP_025880676,KIN
NP_200965,KIN
NP_200964,CK
XP_025880672,KIN
XP_015629492,KIN
NP_187946,RLK
XP_015645562,KIN
XP_015650152,KIN
NP_001321603,KIN
XP_019069769,N
XP_019069765,CK
XP_019069764,CK
XP_015644174,KIN
NP_175397,RLP
NP_001234595,KIN
XP_004252723,KIN
XP_015629638,KIN
XP_025879700,N
XP_015629634,KIN
XP_025887486,KIN
XP_015621394,KIN
XP_015621395,KIN
XP_015621396,KIN
XP_015621392,KIN
XP_010313318,KIN
NP_179437,KIN
XP_004249275,KIN
XP_004232315,KIN
XP_004239389,N
XP_015631207,KIN
XP_004230794,KIN
NP_001331798,CK
XP_025876910,KIN
NP_565616,N
XP_025887900,KIN
NP_001326550,TNL
XP_015611138,KIN
XP_015623892,KIN
XP_025884028,NL
XP_025884029,NL
XP_015610844,KIN
XP_015610845,KIN
XP_015610846,KIN
XP_004248272,L
XP_025876707,CNL
XP_015617897,KIN
XP_004232456,RLP
NP_001234446,RLP
NP_001234112,N
NP_001077858,KIN
NP_850199,CK
NP_001321856,N
NP_192888,KIN
XP_025877610,CN
XP_015625997,KIN
NP_196820,KIN
XP_004231848,KIN
NP_001031960,KIN
XP_004231843,KIN
XP_015630557,RLP
NP_176860,CK
NP_188065,CNL
NP_176863,KIN
NP_176864,KIN
NP_176865,KIN
NP_849380,CK
NP_192885,KIN
NP_192886,KIN
NP_192887,KIN
XP_025877619,RLP
NP_189109,RLK
NP_191331,KIN
XP_025888259,CK
XP_025888258,CK
XP_004229587,KIN
NP_197104,RLK
XP_015644889,KIN
XP_015644888,KIN
XP_015614451,RLP
XP_010317419,RLK
XP_010317417,RLK
XP_015636090,CN
NP_001332015,RLK
XP_015626553,RLK
NP_001328297,CNL
NP_974257,RLK
XP_010320792,KIN
XP_019071503,KIN
XP_015640706,CNL
XP_015631741,RLK
NP_001190501,CK
NP_001190500,CK
XP_025877616,CN
XP_015640708,KIN
XP_025883349,N
XP_015650936,RLP
XP_015650937,CN
NP_198595,KIN
XP_015613765,KIN
NP_001154438,KIN
NP_201363,CK
XP_004252263,KIN
XP_015639176,RLK
NP_194105,RLK
NP_194459,CK
XP_015639170,RLK
NP_195272,L
XP_004235969,RLK
NP_001321478,KIN
NP_001327868,KIN
NP_195275,KIN
NP_001327866,KIN
XP_025888257,CK
NP_001321477,KIN
XP_019069572,KIN
XP_019069573,KIN
XP_019069570,RLK
NP_181105,RLK
NP_568878,CK
XP_015638806,KIN
XP_015620136,KIN
XP_015648081,NL
XP_015648082,NL
XP_015648086,CK
XP_015634198,KIN
XP_025886224,KIN
XP_015613188,N
XP_015613189,N
XP_010313419,KIN
XP_015634936,RLP
NP_194004,RLK
XP_015634930,KIN
NP_188224,KIN
XP_015648264,NL
XP_025886277,CK
NP_174702,RLK
XP_015613053,NL
XP_010322532,CK
XP_010322531,CK
XP_010322535,CK
XP_010322534,CK
XP_015641610,CN
XP_019066753,CN
XP_019070997,CNL
NP_001328514,CTNL
XP_015628159,CK
XP_004248043,N
XP_004248516,KIN
XP_015650904,CN
XP_015651419,RLK
XP_015634244,KIN
XP_015634247,KIN
XP_015634248,KIN
XP_015634249,KIN
XP_004247890,RLK
NP_001330323,NL
NP_001330324,KIN
XP_019068818,NL
XP_019068819,NL
XP_015616117,KIN
NP_564829,CK
XP_010322231,TRAN
NP_564777,KIN
NP_564775,KIN
XP_015631544,KIN
XP_010323666,KIN
XP_004229357,CK
XP_015630495,KIN
XP_015630494,NK
XP_015630496,KIN
NP_190986,KIN
XP_004250248,KIN
XP_015620642,N
XP_010324245,KIN
XP_010324244,KIN
XP_015644965,CNL
NP_680105,CK
NP_173041,CNL
XP_015615003,RLK
XP_025886396,CN
XP_004235378,KIN
XP_015643944,KIN
NP_001234876,KIN
NP_001318693,KIN
NP_001234875,KIN
XP_010321401,CN
NP_001189740,KIN
XP_015643943,KIN
XP_004237202,TNL
XP_004237206,KIN
NP_001325830,KIN
XP_025887737,RLP
XP_015636791,CN
XP_004230432,KIN
XP_015643342,KIN
XP_015643341,KIN
XP_015611123,NL
NP_001320538,CN
NP_001319360,CK
NP_186862,RLK
XP_015611599,KIN
NP_850360,KIN
NP_001234304,KIN
NP_200773,RLK
NP_192695,KIN
NP_200775,RLK
NP_200776,RLK
NP_200778,KIN
XP_015619239,N
NP_001327298,CK
XP_015646830,KIN
XP_015646831,KIN
XP_015646837,KIN
XP_015646839,KIN
NP_001327295,KIN
NP_001327294,KIN
NP_001327297,KIN
NP_001327296,CK
XP_015615917,CK
XP_015641738,N
XP_004236550,KIN
XP_025882519,KIN
NP_001323738,KIN
NP_001307848,KIN
XP_004243821,N
NP_001324409,KIN
NP_001322117,KIN
NP_001322113,KIN
NP_001322112,KIN
XP_004234202,N
XP_004243824,KIN
NP_001322118,KIN
NP_001328210,KIN
NP_001328211,KIN
NP_001328212,KIN
NP_190342,RLK
NP_194846,KIN
NP_181792,KIN
XP_015627703,KIN
XP_015620570,N
XP_015627257,RLP
NP_194840,KIN
NP_200367,KIN
XP_010318303,KIN
XP_015620643,N
NP_001320255,KIN
NP_194957,KIN
XP_015618159,CN
XP_015616937,CNL
XP_015643896,KIN
XP_015618185,KIN
NP_193124,CL
XP_015618183,KIN
XP_015613370,KIN
NP_974060,T
NP_190165,KIN
NP_190164,KIN
NP_199786,RLP
NP_199787,RLK
NP_199788,RLK
NP_199789,RLK
XP_015650939,CN
XP_015650215,CNL
XP_025878368,CK
NP_001329528,KIN
XP_015623374,RLP
XP_015650219,KIN
NP_194337,KIN
XP_015613510,KIN
XP_010325536,CN
XP_015647874,RLK
XP_010325534,CN
XP_015642937,RLK
NP_173940,KIN
XP_025887939,KIN
XP_015642933,RLK
XP_025886456,RLK
XP_004241825,KIN
NP_200943,KIN
XP_025887936,KIN
XP_015642938,RLK
XP_015621627,KIN
NP_001329037,TNL
NP_001329036,TNL
XP_025885209,KIN
XP_025885208,KIN
XP_025885207,KIN
NP_001329039,TNL
NP_001329038,TNL
XP_015621628,KIN
XP_015621629,KIN
XP_025885201,KIN
XP_025885200,KIN
NP_001154439,KIN
XP_015644198,CK
XP_025878092,N
XP_025878093,N
XP_025878090,N
XP_025888679,KIN
NP_180426,KIN
XP_025879273,CK
XP_025879272,RLK
XP_015638032,RLK
XP_010313335,CK
XP_010313334,CK
XP_010313337,KIN
XP_010313336,CK
XP_015642275,CN
NP_188412,CK
NP_173549,KIN
NP_194452,CNL
XP_015617458,N
XP_015617457,N
XP_015617455,KIN
NP_173544,KIN
NP_173546,KIN
NP_173547,KIN
XP_010324580,NL
XP_015624344,CNL
NP_568241,KIN
XP_015634382,KIN
NP_001322203,NL
XP_004234115,KIN
NP_001322205,NL
NP_172235,RLK
NP_172237,KIN
NP_172236,RLK
XP_015625923,KIN
NP_001184927,KIN
XP_004234843,RLK
XP_010323273,RLP
XP_010322428,KIN
XP_025876725,CN
XP_004229833,KIN
XP_015611126,CN
XP_004248703,RLP
XP_015630796,KIN
XP_015624847,RLP
NP_200569,KIN
XP_025877980,N
XP_010313675,N
XP_015648984,KIN
XP_025877459,N
XP_010313226,KIN
XP_015646131,KIN
XP_025884346,CN
XP_004245022,KIN
NP_177427,TNL
XP_025882871,KIN
XP_015624840,N
XP_015630579,KIN
NP_001327867,KIN
XP_004231868,RLK
NP_001330464,KIN
NP_001330460,RLP
NP_001330461,RLP
NP_001330758,TN
NP_849908,RLK
NP_564541,CK
NP_189123,KIN
XP_015618470,RLP
XP_004231989,KIN
XP_010317434,RLK
NP_001303989,N
XP_010320777,N
XP_015648618,KIN
NP_974270,KIN
XP_015615740,KIN
XP_015615217,KIN
XP_025887694,CLK
XP_015615215,KIN
NP_001326829,RLK
XP_015645802,RLP
XP_004241638,KIN
XP_025877181,KIN
XP_025877183,KIN
XP_025877182,KIN
NP_001190563,KIN
XP_015640273,KIN
NP_001190561,KIN
NP_001327089,RLP
NP_001327084,CK
XP_004243252,KIN
XP_004243251,KIN
XP_004243705,KIN
NP_001322561,TNL
NP_001322562,TNL
XP_015626426,KIN
NP_201384,RLP
NP_178429,T
NP_197789,KIN
NP_850792,KIN
XP_015631827,KIN
XP_015631826,KIN
XP_015637350,RLK
XP_004250864,KIN
NP_001327885,RLP
NP_001321455,CK
XP_010313654,KIN
NP_001321456,CK
NP_001321459,CK
NP_001321458,CK
NP_001327889,KIN
XP_015622088,KIN
NP_850426,KIN
XP_015622087,KIN
NP_197879,KIN
XP_010315489,KIN
XP_004247374,RLP
XP_004247375,KIN
NP_194781,RLK
XP_015648066,RLK
XP_019071375,KIN
XP_019071376,KIN
XP_025881069,KIN
NP_001334599,KIN
XP_015620490,KIN
XP_015617660,CN
NP_001307189,KIN
XP_015612833,N
NP_001326420,TNL
XP_025886255,KIN
XP_015643566,KIN
XP_015643565,KIN
XP_015643564,KIN
XP_015640180,RLK
NP_001324219,RLK
NP_195257,KIN
XP_015641639,CN
NP_172003,KIN
XP_025878405,CK
XP_025878404,CK
XP_019066772,KIN
XP_015620729,CN
XP_015620726,CN
XP_015620727,CN
XP_015620724,CN
XP_015620725,CN
XP_015629840,KIN
XP_015629841,KIN
NP_001329480,KIN
NP_001329481,KIN
XP_015634263,CN
NP_196204,CL
XP_025878666,RLK
XP_004236378,RLK
NP_566716,KIN
NP_001077788,CK
XP_010326968,KIN
NP_001031751,KIN
NP_001320463,RLP
NP_001325100,CK
NP_001320467,RLK
NP_001031758,KIN
NP_001330697,CK
NP_001330696,CK
NP_001330698,CK
NP_564844,CK
XP_015644038,RLK
XP_015649008,KIN
NP_001190809,KIN
XP_010323644,KIN
XP_010323645,KIN
XP_025880552,N
XP_015611878,KIN
XP_015611877,KIN
XP_004228537,CLK
NP_173063,KIN
NP_173062,KIN
NP_173067,KIN
XP_025877632,CN
NP_173064,KIN
XP_019067606,KIN
XP_015645630,CNL
XP_019067605,KIN
NP_001326106,RLK
XP_025877863,KIN
NP_001326453,CK
NP_001333108,CN
NP_001326459,KIN
NP_851212,KIN
NP_851211,KIN
NP_851210,KIN
NP_851216,KIN
XP_015631564,KIN
XP_015631565,KIN
NP_564710,RLK
XP_015634041,KIN
NP_001325815,KIN
NP_001325814,KIN
NP_188953,RLP
XP_004237222,RLK
NP_001325810,KIN
XP_015637241,KIN
XP_015637240,KIN
NP_181468,KIN
NP_001325818,KIN
NP_001234093,KIN
XP_015618992,KIN
XP_015643367,NL
XP_015643366,NL
XP_015643360,KIN
XP_010321737,RLK
XP_010316443,KIN
XP_015643369,NL
XP_015643368,NL
NP_001030990,KIN
XP_025881173,RLK
XP_004240486,RLP
NP_001328909,KIN
NP_172601,KIN
XP_015615687,RLK
XP_015613508,KIN
XP_004242424,KIN
XP_025877242,CN
XP_025877243,NL
XP_025877241,CN
XP_004242398,KIN
NP_001234325,KIN
NP_001117501,RLK
XP_015619216,KIN
XP_015619217,KIN
XP_025878980,RLK
XP_025878981,RLK
XP_025878982,RLK
XP_025878983,RLK
XP_025878984,RLP
NP_177295,RLP
NP_177296,RLP
XP_025878987,RLP
NP_001325816,KIN
XP_015615976,RLK
XP_015615975,RLK
NP_001320265,KIN
NP_001320264,KIN
NP_001320266,KIN
NP_001320261,KIN
XP_015649022,KIN
NP_001320263,KIN
NP_001320262,KIN
NP_001328964,KIN
XP_010326426,N
XP_015636112,KIN
NP_171964,KIN
XP_004246080,NL
XP_015636114,CN
NP_001318764,TN
XP_015613982,KIN
XP_004228370,KIN
XP_015633540,RLK
XP_004234263,KIN
NP_001327417,KIN
NP_001327416,KIN
XP_015633545,KIN
NP_001322178,KIN
XP_015626099,KIN
XP_025882795,KIN
XP_015627274,RLK
NP_194647,RLK
XP_015615314,CNL
XP_015614887,KIN
XP_015614888,KIN
XP_015614889,KIN
NP_001324680,RLK
XP_025877908,CN
XP_015613359,KIN
XP_015616959,RLK
XP_019071163,CNL
NP_974041,KIN
NP_974049,KIN
XP_004240861,RLK
XP_015616839,RLP
XP_015616838,RLK
XP_015635490,KIN
XP_015635491,KIN
XP_015616837,RLP
XP_015641618,CN
XP_015613533,KIN
NP_175606,KIN
NP_175601,RLK
NP_175600,RLK
NP_175603,RLK
XP_025885212,KIN
XP_015628720,KIN
XP_015622343,KIN
XP_015650575,KIN
XP_025887911,KIN
XP_025887912,KIN
XP_015648545,KIN
XP_025880639,KIN
XP_015648549,KIN
NP_174510,KIN
XP_015629988,NL
NP_001329016,KIN
XP_025885225,KIN
XP_025885224,KIN
XP_025885227,KIN
XP_025885226,KIN
XP_025885223,KIN
XP_025885222,KIN
XP_025885228,KIN
NP_201037,KIN
XP_019069722,L
NP_001319987,KIN
XP_015644533,CN
NP_001319982,KIN
XP_015628850,L
NP_180150,RLK
NP_180159,KIN
XP_025880943,N
XP_025880942,N
XP_025880941,N
NP_198637,KIN
XP_025880945,N
XP_025880944,N
XP_025880948,KIN
NP_191542,KIN
NP_001330140,TNL
XP_025877766,KIN
XP_015623763,RLP
XP_025882429,CNL
NP_180459,KIN
XP_015617304,RLK
XP_015617305,RLK
XP_015611465,KIN
NP_001234664,KIN
NP_001234660,KIN
NP_001154349,KIN
NP_172219,RLP
NP_001184941,KIN
XP_004238153,KIN
XP_015639261,N
XP_004234864,KIN
XP_010323256,KIN
XP_025882896,KIN
XP_025882895,KIN
XP_025882894,KIN
XP_019067831,NL
XP_019067830,NL
NP_001234409,KIN
XP_025886794,KIN
XP_025886795,RLK
NP_001318295,KIN
XP_015646113,KIN
XP_015646112,KIN
XP_015646115,KIN
XP_015646114,KIN
XP_004253092,CK
XP_004245043,RLK
XP_015620235,RLK
XP_025876878,CN
NP_176560,TNL
XP_025876874,KIN
XP_025876872,KIN
XP_025876873,KIN
NP_001325310,RLK
XP_025876871,KIN
NP_001330480,TNL
NP_001330481,TNL
NP_187455,KIN
XP_010316850,KIN
NP_001327646,CK
NP_001327645,CK
XP_025884495,RLK
NP_176338,KIN
XP_010322858,CNL
NP_193760,RLK
NP_564528,RLK
NP_564529,CK
XP_010320639,TNL
XP_004244365,T
XP_025877479,RLP
XP_025877475,KIN
XP_025877474,CN
XP_025877477,KIN
XP_025877473,CN
NP_176337,KIN
NP_001190097,KIN
NP_176331,KIN
XP_004229679,KIN
XP_025876308,KIN
NP_176332,KIN
XP_025876305,CNL
XP_010320756,RLK
XP_010320750,KIN
XP_015642365,KIN
NP_199459,TNL
NP_001331999,CTNL
NP_001326849,KIN
NP_001326848,KIN
NP_199457,CTNL
XP_025877651,CN
NP_176353,KIN
XP_025877652,CN
XP_025877655,KIN
XP_025877654,KIN
NP_176355,KIN
XP_004243275,KIN
XP_004243277,KIN
XP_004251794,RLK
XP_015626401,KIN
XP_015626402,KIN
XP_025883302,KIN
XP_015622578,KIN
NP_178403,T
XP_015622577,KIN
XP_015631802,KIN
XP_004233904,RLK
NP_001323763,KIN
NP_194419,KIN
XP_004233271,KIN
XP_015631237,KIN
NP_197505,KIN
XP_004247358,KIN
XP_015632205,RLP
XP_015614414,NL
XP_015620119,CNL
XP_015647937,CK
NP_001274713,RLK
NP_199688,TNL
XP_015612816,N
XP_015612811,RLK
XP_015612810,RLK
NP_199685,RLK
XP_004236745,KIN
XP_015648228,N
NP_567378,KIN
NP_001289825,KIN
NP_001320039,CK
XP_015643547,RLK
NP_174217,KIN
XP_025886236,NL
XP_010313982,CN
XP_025881228,NL
XP_025881222,NL
NP_001322964,NL
NP_001328557,KIN
XP_004248007,N
NP_001330456,RLP
XP_019068299,RLK
NP_001330107,T
NP_001330109,KIN
NP_001330108,KIN
NP_001329975,KIN
XP_015649798,KIN
XP_015649796,KIN
XP_015649797,KIN
XP_015649794,CK
XP_015649792,KIN
XP_015649790,KIN
XP_015648141,RLK
NP_001331670,KIN
NP_001331671,KIN
XP_015639559,KIN
XP_025878684,KIN
NP_001331675,RLK
NP_001331676,RLK
XP_019066822,KIN
XP_015639001,KIN
XP_019070045,KIN
NP_973683,KIN
NP_974150,KIN
XP_015616159,RLP
XP_015645263,RLK
NP_201199,KIN
NP_201198,RLK
XP_015649572,CN
XP_025876689,KIN
NP_566595,KIN
XP_015618643,N
XP_025876687,KIN
XP_025879334,KIN
XP_025886623,KIN
XP_019067995,KIN
NP_195900,KIN
XP_015624114,RLP
XP_015621477,KIN
XP_015621476,KIN
XP_004244231,KIN
XP_015621478,KIN
XP_004249609,KIN
XP_004251076,CL
XP_015626989,RLK
XP_025876467,RLP
XP_025876463,KIN
XP_004231293,TNL
XP_025876468,RLP
XP_015630181,KIN
XP_015638207,KIN
XP_019067666,KIN
XP_015638753,KIN
XP_015638208,KIN
XP_015638209,KIN
NP_001321311,KIN
XP_004230743,RLP
XP_004230741,RLK
XP_010315919,KIN
NP_001321319,NL
XP_015646763,RLK
XP_019069096,CK
NP_001184886,KIN
NP_188973,CK
XP_015624586,KIN
XP_015624587,KIN
XP_015624584,RLP
XP_015624585,KIN
