Species_type,Tissus_type,Tissue_type_PO,Cell_type,Cell_type_PO,Cell_marker_name,Gene_symbol,Gene_id,Gene_id_rap,Protein_name,Protein_id,Marker_resource,PMID,Note_gene_type,Description
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EMB2813,AT1G67320,,,,scRNA-seq,33955487,Differentially expressed gene,"DNA primase, large subunit family"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G52220,AT5G52220,,,,scRNA-seq,33955487,Differentially expressed gene,chromosome transmission fidelity-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,UVI4,AT2G42260,,,,scRNA-seq,33955487,Differentially expressed gene,uv-b-insensitive 4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G39380,AT4G39380,,,,scRNA-seq,33955487,Differentially expressed gene,TSL-kinase interacting-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G44580,AT2G44580,,,,scRNA-seq,33955487,Differentially expressed gene,zinc ion binding protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TTN7,AT2G27170,,,,scRNA-seq,33955487,Differentially expressed gene,Structural maintenance of chromosomes (SMC) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CDC45,AT3G25100,,,,scRNA-seq,33955487,Differentially expressed gene,cell division cycle 45
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT5G10010,AT5G10010,,,,scRNA-seq,33955487,Differentially expressed gene,myosin-H heavy protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,GR1,AT3G52115,,,,scRNA-seq,33955487,Differentially expressed gene,protein gamma response 1
Arabidopsis_thaliana,leaf,PO0025034,leaf epidermis,PO0006016,,LACS2,AT1G49430,,,,Bulk RNA-seq,16299169,,long-chain acyl-CoA synthetase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LEA3,AT1G02820,,,,Bulk RNA-seq,25887996,,Late embryogenesis abundant 3 (LEA3) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G03100,AT1G03100,,,,Bulk RNA-seq,25887996,,Pentatricopeptide repeat (PPR) superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSBP-1,AT1G06680,,,,Bulk RNA-seq,25887996,,photosystem II subunit P-1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAO,AT1G08380,,,,Bulk RNA-seq,25887996,,photosystem I subunit O
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NAS3,AT1G09240,,,,Bulk RNA-seq,25887996,,nicotianamine synthase 3
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CRB,AT1G09340,,,,Bulk RNA-seq,25887996,,chloroplast RNA binding protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,GSTU18,AT1G10360,,,,Bulk RNA-seq,25887996,,glutathione S-transferase TAU 18
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,ELP,AT1G12090,,,,Bulk RNA-seq,25887996,,extensin-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G13650,AT1G13650,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PnsL2,AT1G14150,,,,Bulk RNA-seq,25887996,,PsbQ-like 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G14250,AT1G14250,,,,Bulk RNA-seq,25887996,,GDA1/CD39 nucleoside phosphatase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G15125,AT1G15125,,,,Bulk RNA-seq,25887996,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCB6,AT1G15820,,,,Bulk RNA-seq,25887996,,light harvesting complex photosystem II subunit 6
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PnsB1,AT1G15980,,,,Bulk RNA-seq,25887996,,NDH-dependent cyclic electron flow 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CYP79F1,AT1G16410,,,,Bulk RNA-seq,25887996,,cytochrome p450 79f1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PnsB4,AT1G18730,,,,Bulk RNA-seq,25887996,,NDH dependent flow 6
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,Lhca6,AT1G19150,,,,Bulk RNA-seq,25887996,,PSI type II chlorophyll a/b-binding protein (Lhca2*1)
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CLH1,AT1G19670,,,,Bulk RNA-seq,25887996,,chlorophyllase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,FNR2,AT1G20020,,,,Bulk RNA-seq,25887996,,ferredoxin-NADP[+]-oxidoreductase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,DRT112,AT1G20340,,,,Bulk RNA-seq,25887996,,Cupredoxin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G21500,AT1G21500,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G22630,AT1G22630,,,,Bulk RNA-seq,25887996,,SSUH2-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G24148,AT1G24148,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,BBX15,AT1G25440,,,,Bulk RNA-seq,25887996,,B-box type zinc finger protein with CCT domain-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,COR413IM1,AT1G29395,,,,Bulk RNA-seq,25887996,,COLD REGULATED 314 INNER MEMBRANE 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G30250,AT1G30250,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAK,AT1G30380,,,,Bulk RNA-seq,25887996,,photosystem I subunit K
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAF,AT1G31330,,,,Bulk RNA-seq,25887996,,photosystem I subunit F
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,ECS1,AT1G31580,,,,Bulk RNA-seq,25887996,,ECS1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PRK,AT1G32060,,,,Bulk RNA-seq,25887996,,phosphoribulokinase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LrgB,AT1G32080,,,,Bulk RNA-seq,25887996,,membrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,TLL1,AT1G45201,,,,Bulk RNA-seq,25887996,,triacylglycerol lipase-like 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G49500,AT1G49500,,,,Bulk RNA-seq,25887996,,transcription initiation factor TFIID subunit 1b-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G49975,AT1G49975,,,,Bulk RNA-seq,25887996,,photosystem I reaction center subunit N
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G50732,AT1G50732,,,,Bulk RNA-seq,25887996,,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G51400,AT1G51400,,,,Bulk RNA-seq,25887996,,Photosystem II 5 kD protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G51402,AT1G51402,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G51805,AT1G51805,,,,Bulk RNA-seq,25887996,,Leucine-rich repeat protein kinase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G52220,AT1G52220,,,,Bulk RNA-seq,25887996,,CURVATURE THYLAKOID protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAH2,AT1G52230,,,,Bulk RNA-seq,25887996,,photosystem I subunit H2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G53870,AT1G53870,,,,Bulk RNA-seq,25887996,,LURP-one-like protein (DUF567)
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G53890,AT1G53890,,,,Bulk RNA-seq,25887996,,LURP-one-like protein (DUF567)
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,ESP,AT1G54040,,,,Bulk RNA-seq,25887996,,epithiospecifier protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G54500,AT1G54500,,,,Bulk RNA-seq,25887996,,Rubredoxin-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,TLP18.3,AT1G54780,,,,Bulk RNA-seq,25887996,,thylakoid lumen 18.3 kDa protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAG,AT1G55670,,,,Bulk RNA-seq,25887996,,photosystem I subunit G
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCA3,AT1G61520,,,,Bulk RNA-seq,25887996,,PSI type III chlorophyll a/b-binding protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PnsB2,AT1G64770,,,,Bulk RNA-seq,25887996,,NDH-dependent cyclic electron flow 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G66100,AT1G66100,,,,Bulk RNA-seq,25887996,,Plant thionin
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G67865,AT1G67865,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G67870,AT1G67870,,,,Bulk RNA-seq,25887996,,glycine-rich protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,HPR,AT1G68010,,,,Bulk RNA-seq,25887996,,hydroxypyruvate reductase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,BBX27,AT1G68190,,,,Bulk RNA-seq,25887996,,B-box zinc finger family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,BBX14,AT1G68520,,,,Bulk RNA-seq,25887996,,B-box type zinc finger protein with CCT domain-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G68600,AT1G68600,,,,Bulk RNA-seq,25887996,,aluminum activated malate transporter family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,TIFY7,AT1G70700,,,,Bulk RNA-seq,25887996,,TIFY domain/Divergent CCT motif family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NdhL,AT1G70760,,,,Bulk RNA-seq,25887996,,inorganic carbon transport protein-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G70820,AT1G70820,,,,Bulk RNA-seq,25887996,,"phosphoglucomutase, putative / glucose phosphomutase"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,MLP43,AT1G70890,,,,Bulk RNA-seq,25887996,,MLP-like protein 43
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,MYBL2,AT1G71030,,,,Bulk RNA-seq,25887996,,MYB-like 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,GER1,AT1G72610,,,,Bulk RNA-seq,25887996,,germin-like protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,NdhO,AT1G74880,,,,Bulk RNA-seq,25887996,,NAD(P)H:plastoquinone dehydrogenase complex subunit O
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G75460,AT1G75460,,,,Bulk RNA-seq,25887996,,ATP-dependent protease La (LON) domain protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PETE1,AT1G76100,,,,Bulk RNA-seq,25887996,,plastocyanin 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G76960,AT1G76960,,,,Bulk RNA-seq,25887996,,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G78460,AT1G78460,,,,Bulk RNA-seq,25887996,,SOUL heme-binding family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT1G78995,AT1G78995,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSBR,AT1G79040,,,,Bulk RNA-seq,25887996,,photosystem II subunit R
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CRR3,AT2G01590,,,,Bulk RNA-seq,25887996,,chlororespiratory reduction 3
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G03310,AT2G03310,,,,Bulk RNA-seq,25887996,,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G03550,AT2G03550,,,,Bulk RNA-seq,25887996,,alpha/beta-Hydrolases superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AGT,AT2G13360,,,,Bulk RNA-seq,25887996,,alanine:glyoxylate aminotransferase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PR1,AT2G14610,,,,Bulk RNA-seq,25887996,,pathogenesis-related protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LTP,AT2G15050,,,,Bulk RNA-seq,25887996,,lipid transfer protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RLP19,AT2G15080,,,,Bulk RNA-seq,25887996,,receptor like protein 19
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,HBI1,AT2G18300,,,,Bulk RNA-seq,25887996,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RL4,AT2G18328,,,,Bulk RNA-seq,25887996,,RAD-like 4
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,GPRI1,AT2G20570,,,,Bulk RNA-seq,25887996,,GBF's pro-rich region-interacting factor 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G21210,AT2G21210,,,,Bulk RNA-seq,25887996,,SAUR-like auxin-responsive protein family
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,FBA1,AT2G21330,,,,Bulk RNA-seq,25887996,,fructose-bisphosphate aldolase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,SVP,AT2G22540,,,,Bulk RNA-seq,25887996,,K-box region and MADS-box transcription factor family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,SCPL13,AT2G22980,,,,Bulk RNA-seq,25887996,,serine carboxypeptidase-like 13
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,SNG1,AT2G22990,,,,Bulk RNA-seq,25887996,,sinapoylglucose 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,ACL,AT2G23600,,,,Bulk RNA-seq,25887996,,acetone-cyanohydrin lyase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G23840,AT2G23840,,,,Bulk RNA-seq,25887996,,HNH endonuclease
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G25510,AT2G25510,,,,Bulk RNA-seq,25887996,,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PDF1.2b,AT2G26020,,,,Bulk RNA-seq,25887996,,plant defensin 1.2b
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G29170,AT2G29170,,,,Bulk RNA-seq,25887996,,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G29290,AT2G29290,,,,Bulk RNA-seq,25887996,,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G29310,AT2G29310,,,,Bulk RNA-seq,25887996,,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,SAG13,AT2G29350,,,,Bulk RNA-seq,25887996,,senescence-associated gene 13
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G29360,AT2G29360,,,,Bulk RNA-seq,25887996,,NAD(P)-binding Rossmann-fold superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PHT4;1,AT2G29650,,,,Bulk RNA-seq,25887996,,phosphate transporter 4;1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSBW,AT2G30570,,,,Bulk RNA-seq,25887996,,photosystem II reaction center W
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G31790,AT2G31790,,,,Bulk RNA-seq,25887996,,UDP-Glycosyltransferase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RD20,AT2G33380,,,,Bulk RNA-seq,25887996,,Caleosin-related family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHB1B1,AT2G34430,,,,Bulk RNA-seq,25887996,,light-harvesting chlorophyll-protein complex II subunit B1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G34620,AT2G34620,,,,Bulk RNA-seq,25887996,,Mitochondrial transcription termination factor family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G35830,AT2G35830,,,,Bulk RNA-seq,25887996,,ureidoglycolate hydrolase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PIP2E,AT2G39010,,,,Bulk RNA-seq,25887996,,plasma membrane intrinsic protein 2E
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PnsL1,AT2G39470,,,,Bulk RNA-seq,25887996,,PsbP-like protein 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RCA,AT2G39730,,,,Bulk RNA-seq,25887996,,rubisco activase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G42220,AT2G42220,,,,Bulk RNA-seq,25887996,,Rhodanese/Cell cycle control phosphatase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,COR15B,AT2G42530,,,,Bulk RNA-seq,25887996,,cold regulated 15b
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,COR15A,AT2G42540,,,,Bulk RNA-seq,25887996,,cold-regulated 15a
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PIF4,AT2G43010,,,,Bulk RNA-seq,25887996,,phytochrome interacting factor 4
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,IPMI2,AT2G43100,,,,Bulk RNA-seq,25887996,,isopropylmalate isomerase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G43550,AT2G43550,,,,Bulk RNA-seq,25887996,,scorpion toxin-like knottin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G44920,AT2G44920,,,,Bulk RNA-seq,25887996,,Tetratricopeptide repeat (TPR)-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT2G45180,AT2G45180,,,,Bulk RNA-seq,25887996,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSI-P,AT2G46820,,,,Bulk RNA-seq,25887996,,photosystem I P subunit
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CA1,AT3G01500,,,,Bulk RNA-seq,25887996,,carbonic anhydrase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AK3,AT3G02020,,,,Bulk RNA-seq,25887996,,aspartate kinase 3
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G04210,AT3G04210,,,,Bulk RNA-seq,25887996,,Disease resistance protein (TIR-NBS class)
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G06070,AT3G06070,,,,Bulk RNA-seq,25887996,,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCB4.2,AT3G08940,,,,Bulk RNA-seq,25887996,,light harvesting complex photosystem II
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G10405,AT3G10405,,,,Bulk RNA-seq,25887996,,vacuolar acid trehalase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,ESM1,AT3G14210,,,,Bulk RNA-seq,25887996,,GDSL-like lipase/acylhydrolase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,GOX2,AT3G14415,,,,Bulk RNA-seq,25887996,,Aldolase-type TIM barrel family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,GOX1,AT3G14420,,,,Bulk RNA-seq,25887996,,Aldolase-type TIM barrel family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PIFI,AT3G15840,,,,Bulk RNA-seq,25887996,,post-illumination chlorophyll fluorescence increase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAH-1,AT3G16140,,,,Bulk RNA-seq,25887996,,photosystem I subunit H-1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PnsB3,AT3G16250,,,,Bulk RNA-seq,25887996,,NDH-dependent cyclic electron flow 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G16530,AT3G16530,,,,Bulk RNA-seq,25887996,,Legume lectin family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,BCAT4,AT3G19710,,,,Bulk RNA-seq,25887996,,branched-chain aminotransferase4
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G21670,AT3G21670,,,,Bulk RNA-seq,25887996,,Major facilitator superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RTFL16,AT3G25717,,,,Bulk RNA-seq,25887996,,ROTUNDIFOLIA like 16
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AOC1,AT3G25760,,,,Bulk RNA-seq,25887996,,allene oxide cyclase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AOC2,AT3G25770,,,,Bulk RNA-seq,25887996,,allene oxide cyclase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CYP71B4,AT3G26280,,,,Bulk RNA-seq,25887996,,"cytochrome P450, family 71, subfamily B, polypeptide 4"
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,TIP2,AT3G26520,,,,Bulk RNA-seq,25887996,,tonoplast intrinsic protein 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCB2.3,AT3G27690,,,,Bulk RNA-seq,25887996,,photosystem II light harvesting complex protein 2.3
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G28220,AT3G28220,,,,Bulk RNA-seq,25887996,,TRAF-like family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,FAMT,AT3G44860,,,,Bulk RNA-seq,25887996,,farnesoic acid carboxyl-O-methyltransferase
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LOX2,AT3G45140,,,,Bulk RNA-seq,25887996,,lipoxygenase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PHOT1,AT3G45780,,,,Bulk RNA-seq,25887996,,phototropin 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PTAC16,AT3G46780,,,,Bulk RNA-seq,25887996,,plastid transcriptionally active 16
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,SWEET11,AT3G48740,,,,Bulk RNA-seq,25887996,,Nodulin MtN3 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSBO2,AT3G50820,,,,Bulk RNA-seq,25887996,,photosystem II subunit O-2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,BGAL2,AT3G52840,,,,Bulk RNA-seq,25887996,,beta-galactosidase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,HCEF1,AT3G54050,,,,Bulk RNA-seq,25887996,,high cyclic electron flow 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,DJ1F,AT3G54600,,,,Bulk RNA-seq,25887996,,Class I glutamine amidotransferase-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCA1,AT3G54890,,,,Bulk RNA-seq,25887996,,chlorophyll a-b binding protein 6
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G55240,AT3G55240,,,,Bulk RNA-seq,25887996,,Plant protein 1589 of unknown function
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PPL1,AT3G55330,,,,Bulk RNA-seq,25887996,,PsbP-like protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,IPMI1,AT3G58990,,,,Bulk RNA-seq,25887996,,isopropylmalate isomerase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PIL6,AT3G59060,,,,Bulk RNA-seq,25887996,,phytochrome interacting factor 3-like 6
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,LHCA2,AT3G61470,,,,Bulk RNA-seq,25887996,,photosystem I light harvesting complex protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CP12-2,AT3G62410,,,,Bulk RNA-seq,25887996,,CP12 domain-containing protein 2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT3G62550,AT3G62550,,,,Bulk RNA-seq,25887996,,Adenine nucleotide alpha hydrolases-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,BGLU8,AT3G62750,,,,Bulk RNA-seq,25887996,,beta glucosidase 8
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,CSP41A,AT3G63140,,,,Bulk RNA-seq,25887996,,chloroplast stem-loop binding protein of 41 kDa
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,OEP6,AT3G63160,,,,Bulk RNA-seq,25887996,,outer envelope membrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G00165,AT4G00165,,,,Bulk RNA-seq,25887996,,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,AT4G01390,AT4G01390,,,,Bulk RNA-seq,25887996,,TRAF-like family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSAD-1,AT4G02770,,,,Bulk RNA-seq,25887996,,photosystem I subunit D-1
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,RbcX1,AT4G04330,,,,Bulk RNA-seq,25887996,,Chaperonin-like RbcX protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,PSBQ-2,AT4G05180,,,,Bulk RNA-seq,25887996,,photosystem II subunit Q-2
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,ARGAH2,AT4G08870,,,,Bulk RNA-seq,25887996,,Arginase/deacetylase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf,PO0025034,,TL29,AT4G09010,,,,Bulk RNA-seq,25887996,,ascorbate peroxidase 4
