Gene stable ID,TAIR Gene Name ID
AT1G16445,AT1G16445
AT1G53400,AT1G53400
AT3G06085,AT3G06085
AT4G32990,AT4G32990
AT2G27270,AT2G27270
AT2G10970,AT2G10970
AT5G51160,AT5G51160
AT4G19370,AT4G19370
AT4G32915,AT4G32915
AT4G25225,AT4G25225
AT5G53140,AT5G53140
AT1G26798,AT1G26798
AT3G54440,AT3G54440
AT5G20090,AT5G20090
AT1G11560,AT1G11560
AT3G01415,AT3G01415
AT3G15200,AT3G15200
AT5G43690,AT5G43690
AT5G61940,AT5G61940
AT1G63960,AT1G63960
AT5G56060,AT5G56060
AT2G30890,AT2G30890
AT3G44326,AT3G44326
AT5G02360,AT5G02360
AT2G01610,AT2G01610
AT3G43910,AT3G43910
AT2G29800,AT2G29800
AT3G17340,AT3G17340
AT4G27280,AT4G27280
AT5G51915,AT5G51915
AT4G23870,AT4G23870
AT4G21580,AT4G21580
AT2G38630,AT2G38630
AT5G20447,AT5G20447
AT4G24910,AT4G24910
AT5G57770,AT5G57770
AT1G48700,AT1G48700
AT1G19400,AT1G19400
AT5G54560,AT5G54560
AT2G02890,AT2G02890
AT1G76400,AT1G76400
AT2G05260,AT2G05260
AT2G36724,AT2G36724
AT3G56891,AT3G56891
AT5G16330,AT5G16330
AT4G26370,AT4G26370
AT1G29120,AT1G29120
AT1G48590,AT1G48590
AT2G45700,AT2G45700
AT5G34885,AT5G34885
AT2G06020,AT2G06020
AT5G64080,AT5G64080
AT1G35170,AT1G35170
AT2G17000,AT2G17000
AT1G10280,AT1G10280
AT5G44920,AT5G44920
AT3G14467,AT3G14467
AT5G24230,AT5G24230
AT2G04865,AT2G04865
AT1G80970,AT1G80970
AT1G21120,AT1G21120
AT2G44640,AT2G44640
AT1G73600,AT1G73600
AT2G23940,AT2G23940
AT2G19290,AT2G19290
AT3G10090,AT3G10090
AT1G66210,AT1G66210
AT2G33685,AT2G33685
AT2G24040,AT2G24040
AT1G11710,AT1G11710
AT5G07900,AT5G07900
AT4G27130,AT4G27130
AT1G13410,AT1G13410
AT1G53935,AT1G53935
AT4G01600,AT4G01600
AT5G42530,AT5G42530
AT1G52710,AT1G52710
AT4G20680,AT4G20680
AT2G01250,AT2G01250
AT3G47100,AT3G47100
AT1G23520,AT1G23520
AT5G60250,AT5G60250
AT1G14688,AT1G14688
AT4G23530,AT4G23530
AT5G23460,AT5G23460
AT5G49390,AT5G49390
AT1G67455,AT1G67455
AT3G54040,AT3G54040
AT4G17260,AT4G17260
AT2G20340,AT2G20340
AT1G63340,AT1G63340
AT3G18600,AT3G18600
AT1G78910,AT1G78910
AT3G28310,AT3G28310
AT4G08310,AT4G08310
AT1G11572,AT1G11572
AT5G66607,AT5G66607
AT3G44935,AT3G44935
AT5G59070,AT5G59070
AT1G39070,AT1G39070
AT1G07830,AT1G07830
AT3G57030,AT3G57030
AT1G72040,AT1G72040
AT5G10336,AT5G10336
AT3G51220,AT3G51220
AT5G28450,AT5G28450
AT2G21110,AT2G21110
AT5G24760,AT5G24760
AT4G00070,AT4G00070
AT5G51000,AT5G51000
AT3G43415,AT3G43415
AT4G21910,AT4G21910
AT3G20010,AT3G20010
AT5G15000,AT5G15000
AT2G48090,AT2G48090
AT4G14240,AT4G14240
AT2G32960,AT2G32960
AT4G19750,AT4G19750
AT5G26730,AT5G26730
AT1G78070,AT1G78070
AT1G51550,AT1G51550
AT2G17710,AT2G17710
AT3G17300,AT3G17300
AT3G50650,AT3G50650
AT3G60520,AT3G60520
AT4G15975,AT4G15975
AT3G26070,AT3G26070
AT5G20635,AT5G20635
AT4G18670,AT4G18670
AT2G07772,AT2G07772
AT3G59130,AT3G59130
AT5G06770,AT5G06770
AT5G64720,AT5G64720
AT5G40400,AT5G40400
AT1G80670,AT1G80670
AT1G30160,AT1G30160
AT5G04840,AT5G04840
AT2G20210,AT2G20210
AT3G01740,AT3G01740
AT4G12820,AT4G12820
AT2G36026,AT2G36026
AT3G06060,AT3G06060
AT5G47920,AT5G47920
AT4G37190,AT4G37190
AT2G48000,AT2G48000
AT2G30480,AT2G30480
AT4G16190,AT4G16190
AT3G07250,AT3G07250
AT2G33735,AT2G33735
AT4G10200,AT4G10200
AT1G66855,AT1G66855
AT1G30710,AT1G30710
AT2G04845,AT2G04845
AT1G17230,AT1G17230
AT3G54270,AT3G54270
AT5G37150,AT5G37150
AT4G12040,AT4G12040
AT1G68550,AT1G68550
AT5G18230,AT5G18230
AT5G23160,AT5G23160
AT3G16600,AT3G16600
AT4G14160,AT4G14160
AT3G58450,AT3G58450
AT5G59550,AT5G59550
AT5G24940,AT5G24940
AT3G58370,AT3G58370
AT1G11040,AT1G11040
AT2G02870,AT2G02870
AT3G58920,AT3G58920
AT4G26030,AT4G26030
AT1G65050,AT1G65050
AT3G23750,AT3G23750
AT3G24100,AT3G24100
AT1G63140,AT1G63140
AT4G24413,AT4G24413
AT5G65540,AT5G65540
AT2G18540,AT2G18540
AT4G04320,AT4G04320
AT2G10557,AT2G10557
AT2G10440,AT2G10440
AT3G10455,AT3G10455
AT1G33780,AT1G33780
AT5G52080,AT5G52080
AT5G04030,AT5G04030
AT4G14280,AT4G14280
AT4G00590,AT4G00590
AT4G19650,AT4G19650
AT2G19300,AT2G19300
AT5G46770,AT5G46770
AT2G04390,AT2G04390
AT2G04860,AT2G04860
AT3G53930,AT3G53930
AT1G06750,AT1G06750
AT3G28335,AT3G28335
AT2G47370,AT2G47370
AT5G22200,AT5G22200
AT5G21050,AT5G21050
AT5G47660,AT5G47660
AT2G29580,AT2G29580
AT3G49490,AT3G49490
AT1G22700,AT1G22700
AT2G38646,AT2G38646
AT3G04600,AT3G04600
AT4G20330,AT4G20330
AT1G33770,AT1G33770
AT5G52610,AT5G52610
AT5G48320,AT5G48320
AT5G18030,AT5G18030
AT5G52605,AT5G52605
AT5G64430,AT5G64430
AT4G31960,AT4G31960
AT3G20640,AT3G20640
AT5G35390,AT5G35390
AT4G29870,AT4G29870
AT1G61410,AT1G61410
AT4G02160,AT4G02160
AT3G29790,AT3G29790
AT1G54570,AT1G54570
AT1G33265,AT1G33265
AT4G32370,AT4G32370
AT4G16600,AT4G16600
AT4G12543,AT4G12543
AT3G25221,AT3G25221
AT4G31650,AT4G31650
AT5G11970,AT5G11970
AT2G43440,AT2G43440
AT4G12580,AT4G12580
AT3G03430,AT3G03430
AT5G15533,AT5G15533
AT1G71290,AT1G71290
AT3G13510,AT3G13510
AT4G26040,AT4G26040
AT3G07460,AT3G07460
AT5G09995,AT5G09995
AT1G04900,AT1G04900
AT1G28090,AT1G28090
AT2G10975,AT2G10975
AT4G01810,AT4G01810
AT3G43480,AT3G43480
AT5G44050,AT5G44050
AT1G02370,AT1G02370
AT1G24250,AT1G24250
AT4G01335,AT4G01335
AT5G65240,AT5G65240
AT1G12290,AT1G12290
AT5G37410,AT5G37410
AT1G70505,AT1G70505
AT2G21860,AT2G21860
AT3G48820,AT3G48820
AT4G21065,AT4G21065
AT5G60800,AT5G60800
AT2G39160,AT2G39160
AT1G15030,AT1G15030
AT1G13230,AT1G13230
AT4G09070,AT4G09070
AT3G27950,AT3G27950
AT5G39160,AT5G39160
AT3G27200,AT3G27200
AT5G18040,AT5G18040
AT3G12390,AT3G12390
AT4G12270,AT4G12270
AT5G44970,AT5G44970
AT2G02610,AT2G02610
AT4G24140,AT4G24140
AT5G48270,AT5G48270
AT1G49210,AT1G49210
AT4G07675,AT4G07675
AT3G61260,AT3G61260
AT2G21727,AT2G21727
AT3G09130,AT3G09130
AT5G09550,AT5G09550
AT5G05900,AT5G05900
AT1G10040,AT1G10040
AT1G50750,AT1G50750
AT3G05460,AT3G05460
AT4G01150,AT4G01150
AT1G65180,AT1G65180
AT1G36325,AT1G36325
AT3G09455,AT3G09455
AT1G24110,AT1G24110
AT3G46450,AT3G46450
AT1G34840,AT1G34840
AT1G54385,AT1G54385
AT1G21313,AT1G21313
AT3G04890,AT3G04890
AT2G47570,AT2G47570
AT2G47670,AT2G47670
AT4G08545,AT4G08545
AT4G03930,AT4G03930
AT5G51540,AT5G51540
AT4G19160,AT4G19160
AT2G01710,AT2G01710
AT1G18773,AT1G18773
AT4G18490,AT4G18490
AT1G52855,AT1G52855
AT1G60400,AT1G60400
AT5G01960,AT5G01960
AT5G18430,AT5G18430
AT1G80360,AT1G80360
AT5G25170,AT5G25170
AT4G24275,AT4G24275
AT5G21950,AT5G21950
AT4G13230,AT4G13230
AT1G67623,AT1G67623
AT3G49310,AT3G49310
AT4G14746,AT4G14746
AT1G53610,AT1G53610
AT1G06340,AT1G06340
AT1G24996,AT1G24996
AT3G09360,AT3G09360
AT4G39170,AT4G39170
AT3G18535,AT3G18535
AT4G02485,AT4G02485
AT1G06440,AT1G06440
AT1G04620,AT1G04620
AT1G19460,AT1G19460
AT5G45113,AT5G45113
AT5G05510,AT5G05510
AT5G03890,AT5G03890
AT5G03000,AT5G03000
AT1G54475,AT1G54475
AT5G22608,AT5G22608
AT2G28720,AT2G28720
AT2G35260,AT2G35260
AT2G28430,AT2G28430
AT3G09440,AT3G09440
AT3G11600,AT3G11600
AT2G41230,AT2G41230
AT2G46750,AT2G46750
AT5G17160,AT5G17160
AT5G51220,AT5G51220
AT5G47330,AT5G47330
AT5G03450,AT5G03450
AT3G18300,AT3G18300
AT2G43390,AT2G43390
AT2G45600,AT2G45600
AT5G13030,AT5G13030
AT5G51530,AT5G51530
AT5G44290,AT5G44290
AT5G09380,AT5G09380
AT4G15420,AT4G15420
AT3G13840,AT3G13840
AT5G60500,AT5G60500
AT2G39360,AT2G39360
AT1G63050,AT1G63050
AT2G23110,AT2G23110
AT5G22100,AT5G22100
AT1G47660,AT1G47660
AT2G29360,AT2G29360
AT1G12244,AT1G12244
AT1G18620,AT1G18620
AT1G03290,AT1G03290
AT3G60710,AT3G60710
AT2G04037,AT2G04037
AT4G20953,AT4G20953
AT5G16480,AT5G16480
AT5G49220,AT5G49220
AT5G18760,AT5G18760
AT4G21020,AT4G21020
AT1G18910,AT1G18910
AT2G25625,AT2G25625
AT5G45277,AT5G45277
AT5G11460,AT5G11460
AT3G18560,AT3G18560
AT1G76640,AT1G76640
AT4G29735,AT4G29735
AT1G13120,AT1G13120
AT2G24945,AT2G24945
AT1G73610,AT1G73610
AT1G26900,AT1G26900
AT1G43980,AT1G43980
AT2G21160,AT2G21160
AT5G47260,AT5G47260
AT3G09140,AT3G09140
AT5G35570,AT5G35570
AT5G26850,AT5G26850
AT5G14590,AT5G14590
AT2G40925,AT2G40925
AT3G01490,AT3G01490
AT1G22270,AT1G22270
AT1G05410,AT1G05410
AT5G08400,AT5G08400
AT5G42010,AT5G42010
AT1G03700,AT1G03700
AT5G13200,AT5G13200
AT3G02290,AT3G02290
AT2G21290,AT2G21290
AT1G30473,AT1G30473
AT1G49015,AT1G49015
AT2G26620,AT2G26620
AT1G55950,AT1G55950
AT4G15160,AT4G15160
AT3G12685,AT3G12685
AT4G29654,AT4G29654
AT3G61840,AT3G61840
AT5G26690,AT5G26690
AT1G75150,AT1G75150
AT5G60750,AT5G60750
AT2G34510,AT2G34510
AT3G43930,AT3G43930
AT4G38840,AT4G38840
AT3G28640,AT3G28640
AT3G42130,AT3G42130
AT3G55230,AT3G55230
AT5G62730,AT5G62730
AT5G16980,AT5G16980
AT4G28088,AT4G28088
AT4G38700,AT4G38700
AT1G76350,AT1G76350
AT2G26390,AT2G26390
AT5G36430,AT5G36430
AT1G19000,AT1G19000
AT1G64100,AT1G64100
AT1G29430,AT1G29430
AT2G18520,AT2G18520
AT3G25160,AT3G25160
AT1G15415,AT1G15415
AT1G21190,AT1G21190
AT4G36970,AT4G36970
AT2G38820,AT2G38820
AT4G20480,AT4G20480
AT5G25230,AT5G25230
AT4G19140,AT4G19140
AT4G16440,AT4G16440
AT3G26750,AT3G26750
AT5G24650,AT5G24650
AT5G03100,AT5G03100
AT5G39980,AT5G39980
AT2G02525,AT2G02525
AT1G45063,AT1G45063
AT1G05020,AT1G05020
AT4G02620,AT4G02620
AT3G13900,AT3G13900
AT1G09010,AT1G09010
AT4G24760,AT4G24760
AT2G01920,AT2G01920
AT5G66560,AT5G66560
AT1G76954,AT1G76954
AT4G21250,AT4G21250
AT1G80540,AT1G80540
AT1G45110,AT1G45110
AT4G31150,AT4G31150
AT4G13340,AT4G13340
AT3G21170,AT3G21170
AT1G33220,AT1G33220
AT3G18450,AT3G18450
AT4G08790,AT4G08790
AT3G09032,AT3G09032
AT2G05140,AT2G05140
AT2G32820,AT2G32820
AT3G29170,AT3G29170
AT3G59510,AT3G59510
AT1G61780,AT1G61780
AT1G52910,AT1G52910
AT2G18110,AT2G18110
AT3G03400,AT3G03400
AT3G45820,AT3G45820
AT2G28815,AT2G28815
AT4G31330,AT4G31330
AT1G27820,AT1G27820
AT1G51160,AT1G51160
AT5G44500,AT5G44500
AT4G03030,AT4G03030
AT3G53410,AT3G53410
AT5G06570,AT5G06570
AT3G01325,AT3G01325
AT3G51000,AT3G51000
AT5G16453,AT5G16453
AT4G01410,AT4G01410
AT5G05735,AT5G05735
AT3G16170,AT3G16170
AT5G39920,AT5G39920
AT3G02670,AT3G02670
AT2G17760,AT2G17760
AT2G28450,AT2G28450
AT1G79990,AT1G79990
AT1G11200,AT1G11200
AT5G62550,AT5G62550
AT1G27520,AT1G27520
AT2G33510,AT2G33510
AT1G78560,AT1G78560
AT3G26850,AT3G26850
AT4G28770,AT4G28770
AT3G58600,AT3G58600
AT5G53830,AT5G53830
AT4G15056,AT4G15056
AT5G59330,AT5G59330
AT4G19400,AT4G19400
AT4G31060,AT4G31060
AT4G23440,AT4G23440
AT3G56200,AT3G56200
AT3G21930,AT3G21930
AT1G58245,AT1G58245
AT3G21190,AT3G21190
AT2G37960,AT2G37960
AT2G43340,AT2G43340
AT4G12230,AT4G12230
AT5G46300,AT5G46300
AT1G66510,AT1G66510
AT3G18890,AT3G18890
AT4G22463,AT4G22463
AT4G18460,AT4G18460
AT2G33630,AT2G33630
AT1G33270,AT1G33270
AT5G22400,AT5G22400
AT2G27240,AT2G27240
AT3G01350,AT3G01350
AT3G55930,AT3G55930
AT1G63520,AT1G63520
AT4G21213,AT4G21213
AT1G16320,AT1G16320
AT3G59880,AT3G59880
AT4G08869,AT4G08869
AT1G43320,AT1G43320
AT1G19830,AT1G19830
AT3G59610,AT3G59610
AT2G14825,AT2G14825
AT5G48990,AT5G48990
AT1G52180,AT1G52180
AT4G20100,AT4G20100
AT2G32050,AT2G32050
AT2G07642,AT2G07642
AT5G38865,AT5G38865
AT4G01020,AT4G01020
AT2G40715,AT2G40715
AT1G24030,AT1G24030
AT1G35181,AT1G35181
AT1G19750,AT1G19750
AT3G12700,AT3G12700
AT1G64190,AT1G64190
AT1G53635,AT1G53635
AT1G21070,AT1G21070
AT2G30650,AT2G30650
AT3G12833,AT3G12833
AT2G31930,AT2G31930
AT4G32790,AT4G32790
AT5G47390,AT5G47390
AT4G13190,AT4G13190
AT1G01320,AT1G01320
AT5G66675,AT5G66675
AT5G23970,AT5G23970
AT1G69450,AT1G69450
AT4G30996,AT4G30996
AT2G38950,AT2G38950
AT3G09580,AT3G09580
AT3G23325,AT3G23325
AT1G63980,AT1G63980
AT3G61700,AT3G61700
AT5G28237,AT5G28237
AT5G07590,AT5G07590
AT1G63110,AT1G63110
AT5G37250,AT5G37250
AT4G00990,AT4G00990
AT3G50610,AT3G50610
AT5G60140,AT5G60140
AT3G03040,AT3G03040
AT4G14920,AT4G14920
AT1G65486,AT1G65486
AT3G20260,AT3G20260
AT2G36650,AT2G36650
AT2G32500,AT2G32500
AT5G02540,AT5G02540
AT5G03995,AT5G03995
AT2G37220,AT2G37220
AT1G64870,AT1G64870
AT4G22390,AT4G22390
AT4G05270,AT4G05270
AT1G29220,AT1G29220
AT2G29930,AT2G29930
AT1G78400,AT1G78400
AT1G78635,AT1G78635
AT5G35200,AT5G35200
AT3G59270,AT3G59270
AT2G39350,AT2G39350
AT3G08980,AT3G08980
AT4G08800,AT4G08800
AT1G72920,AT1G72920
AT2G36370,AT2G36370
AT3G11591,AT3G11591
AT5G24710,AT5G24710
AT3G53440,AT3G53440
AT4G03410,AT4G03410
AT3G59290,AT3G59290
AT1G77640,AT1G77640
AT5G20580,AT5G20580
AT4G19760,AT4G19760
AT5G42090,AT5G42090
AT3G10980,AT3G10980
AT3G56620,AT3G56620
AT3G16300,AT3G16300
AT5G13760,AT5G13760
AT1G16350,AT1G16350
AT3G11630,AT3G11630
AT5G03220,AT5G03220
AT5G52890,AT5G52890
AT1G23770,AT1G23770
AT1G04350,AT1G04350
AT1G16220,AT1G16220
AT1G32700,AT1G32700
AT2G45820,AT2G45820
AT3G44695,AT3G44695
AT3G60680,AT3G60680
AT1G67040,AT1G67040
AT5G26280,AT5G26280
AT5G48280,AT5G48280
AT1G54610,AT1G54610
AT5G19860,AT5G19860
AT4G15715,AT4G15715
AT1G50950,AT1G50950
AT2G40995,AT2G40995
AT1G78200,AT1G78200
AT2G24060,AT2G24060
AT5G01870,AT5G01870
AT1G56553,AT1G56553
AT1G26680,AT1G26680
AT5G57400,AT5G57400
AT3G60560,AT3G60560
AT3G11870,AT3G11870
AT3G13560,AT3G13560
AT3G31430,AT3G31430
AT1G73700,AT1G73700
AT1G52565,AT1G52565
AT2G19730,AT2G19730
AT4G25790,AT4G25790
AT1G70600,AT1G70600
AT1G66260,AT1G66260
AT2G43860,AT2G43860
AT1G05970,AT1G05970
AT2G21440,AT2G21440
AT5G20430,AT5G20430
AT5G01470,AT5G01470
AT2G31060,AT2G31060
AT2G25970,AT2G25970
AT2G06565,AT2G06565
AT2G28790,AT2G28790
AT1G70220,AT1G70220
AT1G60890,AT1G60890
AT1G23965,AT1G23965
AT5G42330,AT5G42330
AT1G28020,AT1G28020
AT2G10940,AT2G10940
AT3G45525,AT3G45525
AT1G18335,AT1G18335
AT5G53790,AT5G53790
AT3G29280,AT3G29280
AT1G25270,AT1G25270
AT3G55770,AT3G55770
AT5G23650,AT5G23650
AT5G38930,AT5G38930
AT5G08670,AT5G08670
AT2G07692,AT2G07692
AT4G26600,AT4G26600
AT2G25100,AT2G25100
AT4G12334,AT4G12334
AT1G04105,AT1G04105
AT1G19320,AT1G19320
AT3G56030,AT3G56030
AT5G02910,AT5G02910
AT2G05220,AT2G05220
AT1G07710,AT1G07710
AT1G48950,AT1G48950
AT3G54120,AT3G54120
AT5G48190,AT5G48190
AT4G33960,AT4G33960
AT1G15760,AT1G15760
AT3G05950,AT3G05950
AT2G30550,AT2G30550
AT5G36330,AT5G36330
AT4G05250,AT4G05250
AT5G17500,AT5G17500
AT5G39910,AT5G39910
AT1G65160,AT1G65160
AT1G76780,AT1G76780
AT3G26135,AT3G26135
AT5G59305,AT5G59305
AT3G21080,AT3G21080
AT2G19380,AT2G19380
AT3G28510,AT3G28510
AT4G24200,AT4G24200
AT1G79150,AT1G79150
AT3G63390,AT3G63390
AT1G27350,AT1G27350
AT2G24470,AT2G24470
AT4G28440,AT4G28440
AT2G44530,AT2G44530
AT4G34180,AT4G34180
AT2G29840,AT2G29840
AT3G59800,AT3G59800
AT1G22060,AT1G22060
AT1G02030,AT1G02030
AT2G35430,AT2G35430
AT5G17280,AT5G17280
AT3G49050,AT3G49050
AT2G33796,AT2G33796
AT4G22475,AT4G22475
AT1G36030,AT1G36030
AT1G64800,AT1G64800
AT4G30550,AT4G30550
AT1G02960,AT1G02960
AT1G28100,AT1G28100
AT5G61340,AT5G61340
AT5G17150,AT5G17150
AT5G48500,AT5G48500
AT5G11700,AT5G11700
AT2G14440,AT2G14440
AT1G30860,AT1G30860
AT2G29925,AT2G29925
AT3G61820,AT3G61820
AT4G33060,AT4G33060
AT5G24352,AT5G24352
AT5G07225,AT5G07225
AT4G01610,AT4G01610
AT2G14070,AT2G14070
AT4G21260,AT4G21260
AT2G39430,AT2G39430
AT1G66360,AT1G66360
AT1G66900,AT1G66900
AT1G11660,AT1G11660
AT4G20570,AT4G20570
AT3G62528,AT3G62528
AT1G62070,AT1G62070
AT4G27585,AT4G27585
AT1G06830,AT1G06830
AT4G33625,AT4G33625
AT1G21780,AT1G21780
AT1G57613,AT1G57613
AT1G24560,AT1G24560
AT5G11540,AT5G11540
AT3G13898,AT3G13898
AT3G57350,AT3G57350
AT4G26650,AT4G26650
AT1G44960,AT1G44960
AT3G16712,AT3G16712
AT2G44940,AT2G44940
AT2G22790,AT2G22790
AT3G54065,AT3G54065
AT4G30090,AT4G30090
AT4G22660,AT4G22660
AT1G45160,AT1G45160
AT2G03690,AT2G03690
AT1G76140,AT1G76140
AT2G18465,AT2G18465
AT5G46220,AT5G46220
AT1G61700,AT1G61700
AT1G12150,AT1G12150
AT5G09390,AT5G09390
AT1G70380,AT1G70380
AT1G06923,AT1G06923
AT1G52325,AT1G52325
AT5G54420,AT5G54420
AT5G37930,AT5G37930
AT3G11340,AT3G11340
AT3G52990,AT3G52990
AT4G35375,AT4G35375
AT3G07270,AT3G07270
AT3G46380,AT3G46380
AT4G16447,AT4G16447
AT5G23550,AT5G23550
AT4G26190,AT4G26190
AT1G80930,AT1G80930
AT5G48660,AT5G48660
AT3G53470,AT3G53470
AT5G49870,AT5G49870
AT2G14830,AT2G14830
AT5G58784,AT5G58784
AT2G45710,AT2G45710
AT1G14940,AT1G14940
AT3G21970,AT3G21970
AT2G17670,AT2G17670
AT5G28380,AT5G28380
AT3G17560,AT3G17560
AT5G10310,AT5G10310
AT3G61420,AT3G61420
AT1G74770,AT1G74770
AT1G27880,AT1G27880
AT1G72190,AT1G72190
AT1G01810,AT1G01810
AT2G45850,AT2G45850
AT4G10840,AT4G10840
AT5G44180,AT5G44180
AT5G38430,AT5G38430
AT4G33350,AT4G33350
AT3G57320,AT3G57320
AT4G16920,AT4G16920
AT4G34040,AT4G34040
AT1G03330,AT1G03330
AT2G01810,AT2G01810
AT3G45480,AT3G45480
AT5G43960,AT5G43960
AT5G16430,AT5G16430
AT5G39560,AT5G39560
AT4G14276,AT4G14276
AT2G36410,AT2G36410
AT3G45080,AT3G45080
AT2G38995,AT2G38995
AT1G74055,AT1G74055
AT4G12825,AT4G12825
AT1G26710,AT1G26710
AT1G68140,AT1G68140
AT3G32940,AT3G32940
AT5G50140,AT5G50140
AT5G60350,AT5G60350
AT3G03828,AT3G03828
AT5G44440,AT5G44440
AT2G16385,AT2G16385
AT3G13940,AT3G13940
AT4G35270,AT4G35270
AT4G32190,AT4G32190
AT4G05040,AT4G05040
AT1G05550,AT1G05550
AT1G30080,AT1G30080
AT1G64370,AT1G64370
AT2G41120,AT2G41120
AT1G33475,AT1G33475
AT3G57770,AT3G57770
AT5G46825,AT5G46825
AT3G62370,AT3G62370
AT1G80620,AT1G80620
AT1G11060,AT1G11060
AT1G64150,AT1G64150
AT1G02816,AT1G02816
AT5G11980,AT5G11980
AT3G58670,AT3G58670
AT3G13190,AT3G13190
AT3G55252,AT3G55252
AT2G45030,AT2G45030
AT2G31290,AT2G31290
AT5G47290,AT5G47290
AT1G68540,AT1G68540
AT5G53742,AT5G53742
AT2G03933,AT2G03933
AT4G39700,AT4G39700
AT3G23020,AT3G23020
AT1G71370,AT1G71370
AT4G00420,AT4G00420
AT2G33320,AT2G33320
AT3G12170,AT3G12170
AT5G63085,AT5G63085
AT5G54145,AT5G54145
AT3G02330,AT3G02330
AT1G45229,AT1G45229
AT1G50630,AT1G50630
AT1G12630,AT1G12630
AT2G32295,AT2G32295
AT3G56510,AT3G56510
AT1G65349,AT1G65349
AT2G07718,AT2G07718
AT1G13380,AT1G13380
AT3G24255,AT3G24255
AT5G61050,AT5G61050
AT5G39350,AT5G39350
AT4G02320,AT4G02320
AT4G16800,AT4G16800
AT3G57160,AT3G57160
AT2G02695,AT2G02695
AT2G26190,AT2G26190
AT2G15130,AT2G15130
AT2G41390,AT2G41390
AT1G64310,AT1G64310
AT5G11170,AT5G11170
AT1G16860,AT1G16860
AT4G30780,AT4G30780
AT1G03940,AT1G03940
AT4G21445,AT4G21445
AT3G51610,AT3G51610
AT5G25060,AT5G25060
AT1G31250,AT1G31250
AT5G44563,AT5G44563
AT2G26600,AT2G26600
AT4G28000,AT4G28000
AT4G15670,AT4G15670
AT1G49715,AT1G49715
AT1G07970,AT1G07970
AT2G14800,AT2G14800
AT1G32763,AT1G32763
AT5G25757,AT5G25757
AT3G60780,AT3G60780
AT5G02180,AT5G02180
AT1G20240,AT1G20240
AT2G44735,AT2G44735
AT2G28130,AT2G28130
AT5G18160,AT5G18160
AT4G18300,AT4G18300
AT3G10810,AT3G10810
AT5G43640,AT5G43640
AT1G22985,AT1G22985
AT2G07659,AT2G07659
AT3G05675,AT3G05675
AT3G11960,AT3G11960
AT1G53180,AT1G53180
AT3G29270,AT3G29270
AT1G23205,AT1G23205
AT2G40475,AT2G40475
AT1G69660,AT1G69660
AT1G56670,AT1G56670
AT3G43520,AT3G43520
AT3G42850,AT3G42850
AT3G63510,AT3G63510
AT1G52390,AT1G52390
AT3G46800,AT3G46800
AT1G30440,AT1G30440
AT1G44835,AT1G44835
AT1G17665,AT1G17665
AT1G18680,AT1G18680
AT5G47720,AT5G47720
AT5G45650,AT5G45650
AT5G35995,AT5G35995
AT4G15270,AT4G15270
AT5G03850,AT5G03850
AT2G17110,AT2G17110
AT2G40205,AT2G40205
AT3G06180,AT3G06180
AT5G23180,AT5G23180
AT4G16140,AT4G16140
AT1G73805,AT1G73805
AT5G27120,AT5G27120
AT1G75300,AT1G75300
AT1G44180,AT1G44180
AT4G24050,AT4G24050
AT3G25600,AT3G25600
AT1G42430,AT1G42430
AT3G08630,AT3G08630
AT1G36050,AT1G36050
AT5G17070,AT5G17070
AT5G52655,AT5G52655
AT4G13600,AT4G13600
AT4G09040,AT4G09040
AT5G38760,AT5G38760
AT2G29735,AT2G29735
AT5G18050,AT5G18050
AT3G56540,AT3G56540
AT5G03690,AT5G03690
AT5G61610,AT5G61610
AT4G11230,AT4G11230
AT4G09130,AT4G09130
AT5G08630,AT5G08630
AT1G61390,AT1G61390
AT2G16015,AT2G16015
AT1G04560,AT1G04560
AT1G30350,AT1G30350
AT3G10910,AT3G10910
AT3G45700,AT3G45700
AT2G36835,AT2G36835
AT4G19485,AT4G19485
AT5G12050,AT5G12050
AT4G19530,AT4G19530
AT1G55220,AT1G55220
AT1G43330,AT1G43330
AT2G42940,AT2G42940
AT4G37820,AT4G37820
AT3G59630,AT3G59630
AT4G00380,AT4G00380
AT2G34585,AT2G34585
AT1G26225,AT1G26225
AT2G02410,AT2G02410
AT2G07240,AT2G07240
AT2G32785,AT2G32785
AT3G54570,AT3G54570
AT4G28030,AT4G28030
AT4G04340,AT4G04340
AT3G43290,AT3G43290
AT5G58412,AT5G58412
AT2G11910,AT2G11910
AT1G09600,AT1G09600
AT5G67410,AT5G67410
AT3G59470,AT3G59470
AT1G79120,AT1G79120
AT1G16850,AT1G16850
AT2G30985,AT2G30985
AT4G18440,AT4G18440
AT1G68110,AT1G68110
AT3G21470,AT3G21470
AT4G06490,AT4G06490
AT5G36390,AT5G36390
AT5G10130,AT5G10130
AT3G51340,AT3G51340
AT5G67265,AT5G67265
AT1G19565,AT1G19565
AT3G51360,AT3G51360
AT3G61560,AT3G61560
AT5G27370,AT5G27370
AT3G45555,AT3G45555
AT5G11340,AT5G11340
AT5G32440,AT5G32440
AT2G31220,AT2G31220
AT3G43120,AT3G43120
AT3G18220,AT3G18220
AT5G06990,AT5G06990
AT2G06675,AT2G06675
AT3G05940,AT3G05940
AT3G53040,AT3G53040
AT2G24670,AT2G24670
AT3G26540,AT3G26540
AT4G17830,AT4G17830
AT1G02705,AT1G02705
AT1G21065,AT1G21065
AT3G05600,AT3G05600
AT4G16500,AT4G16500
